"","Date","Pays","Infections","Deces","Guerisons","long","lat"
"4600","6/21/2020","Tajikistan","5457","52","3995","71.0136331","38.5304512"
"4601","6/21/2020","Togo","569","13","375","0.9623212","8.5252980"
"4602","6/21/2020","Thailand","3148","58","3018","101.0028835","15.1181635"
"4603","6/21/2020","Tchad","858","74","752","#N/A","#N/A"
"4604","6/21/2020","Eswatini","635","5","285","#N/A","#N/A"
"4605","6/21/2020","Syria","204","7","83","38.5078794","35.0254725"
"4606","6/21/2020","El Salvador","4626","98","2535","-88.8716446","13.7394401"
"4607","6/21/2020","South Sudan","1892","34","169","30.2479006","7.3087758"
"4608","6/21/2020","Sao Tome and Principe","698","12","203","6.7242964","0.4439085"
"4609","6/21/2020","Suriname","314","8","106","-55.9123483","4.1305538"
"4610","6/21/2020","Somalia","2779","90","782","45.7071624","4.7506519"
"4611","6/21/2020","Senegal","5888","84","3919","-14.4734890","14.3662438"
"4612","6/21/2020","San Marino","696","42","610","12.4592303","43.9418694"
"4613","6/21/2020","Sierra Leone","1327","55","788","-11.7927121","8.5632907"
"4614","6/21/2020","Slovakia","1587","28","1447","19.4790521","48.7054718"
"4615","6/21/2020","Slovenia","1520","109","1376","14.8044464","46.1155544"
"4616","6/21/2020","Singapore","42095","26","34942","103.8172532","1.3587707"
"4617","6/21/2020","Sweden","56043","5053","0","16.7437122","62.7923202"
"4618","6/21/2020","Sudan","8580","521","3325","29.9404723","15.9903543"
"4619","6/21/2020","Saudi Arabia","157612","1267","101130","44.5368704","24.1224547"
"4620","6/21/2020","Seychelles","11","0","11","55.4760200","-4.6609782"
"4621","6/21/2020","Rwanda","728","2","359","29.9198911","-1.9903320"
"4622","6/21/2020","Russia","583879","8101","339142","96.6865735","61.9805217"
"4623","6/21/2020","Republic of Serbia","12894","261","11947","20.7895812","44.2215031"
"4624","6/21/2020","Romania","24045","1512","16911","24.9729329","45.8524294"
"4625","6/21/2020","Qatar","87369","98","68319","51.1847851","25.3060094"
"4626","6/21/2020","RÃ©union","506","1","460","#N/A","#N/A"
"4627","6/21/2020","Paraguay","1379","13","871","-58.4001408","-23.2282390"
"4628","6/21/2020","Portugal","39133","1530","25376","-8.5010551","39.5955025"
"4629","6/21/2020","Palestine","833","3","439","#N/A","#N/A"
"4630","6/21/2020","Poland","31931","1356","16683","19.3901184","52.1275954"
"4631","6/21/2020","Pakistan","181088","3590","71458","69.3395803","29.9497522"
"4632","6/21/2020","Philippines","30052","1169","7893","122.8839215","11.7753974"
"4633","6/21/2020","Papouasie-Nouvelle-Guinea","8","0","8","#N/A","#N/A"
"4634","6/21/2020","Peru","251338","7861","141967","-74.3824289","-9.1528028"
"4635","6/21/2020","PolynÃ©sie FranÃ§aise","60","0","60","#N/A","#N/A"
"4636","6/21/2020","Oman","29471","131","15552","56.0916597","20.6051541"
"4637","6/21/2020","Panama","26030","501","14359","-80.1191515","8.5175119"
"4638","6/21/2020","New Zealand","1513","22","1482","171.4849539","-41.8111283"
"4639","6/21/2020","Nepal","9026","23","1772","83.9158367","28.2489136"
"4640","6/21/2020","Norway","8745","244","8138","15.3483297","68.7501441"
"4641","6/21/2020","Netherlands","49801","6109","186","5.2814735","52.1008080"
"4642","6/21/2020","Nicaragua","1823","64","1238","-85.0305289","12.8470963"
"4643","6/21/2020","Nigeria","20244","518","6879","8.0894424","9.5941181"
"4644","6/21/2020","Niger","1036","67","911","9.3854645","17.4191260"
"4645","6/21/2020","Nouvelle-CalÃ©donie","21","0","21","#N/A","#N/A"
"4646","6/21/2020","Namibia","55","0","19","17.2096277","-22.1303079"
"4647","6/21/2020","Mozambique","733","5","181","35.5336735","-17.2738190"
"4648","6/21/2020","Malaysia","8572","121","8156","109.6976155","3.7898726"
"4649","6/21/2020","Mexico","180545","21825","134495","-102.5234504","23.9475393"
"4650","6/21/2020","Malawi","730","11","258","34.2893585","-13.2180697"
"4651","6/21/2020","Maldives","2203","8","1803","73.4571108","3.7285473"
"4652","6/21/2020","Mauritius","337","10","326","57.5712076","-20.2777156"
"4653","6/21/2020","Malta","665","9","616","14.4052204","35.9215132"
"4654","6/21/2020","Mauritania","2984","111","811","-10.3477974","20.2573693"
"4655","6/21/2020","Martinique","236","14","98","#N/A","#N/A"
"4656","6/21/2020","Mongolia","213","0","153","103.0529965","46.8268143"
"4657","6/21/2020","Macao","45","0","45","#N/A","#N/A"
"4658","6/21/2020","Birmanie","290","6","200","#N/A","#N/A"
"4659","6/21/2020","Mali","1933","109","1255","-3.5426879","17.3458146"
"4660","6/21/2020","Macedonia","5106","238","1926","21.6821134","41.5953106"
"4661","6/21/2020","Madagascar","1596","14","655","46.7047375","-19.3718960"
"4662","6/21/2020","Montenegro","362","9","315","19.2388382","42.7889115"
"4663","6/21/2020","Saint Martin","42","3","36","-63.0597162","18.0888933"
"4664","6/21/2020","Moldova","14200","473","7896","28.4567374","47.1949932"
"4665","6/21/2020","Monaco","100","4","94","7.4062805","43.7527611"
"4666","6/21/2020","Morocco","9977","214","8284","-8.4561605","29.8376279"
"4667","6/21/2020","Libya","571","10","103","18.0086578","27.0309425"
"4668","6/21/2020","Latvia","1111","30","903","24.9123704","56.8508531"
"4669","6/21/2020","Luxembourg","4120","110","3956","6.0718268","49.7672469"
"4670","6/21/2020","Lithuania","1798","76","1475","23.8872004","55.3261108"
"4671","6/21/2020","Lesotho","4","0","2","28.2272277","-29.5800467"
"4672","6/21/2020","Liberia","626","34","254","-9.3220778","6.4527827"
"4673","6/21/2020","Sri Lanka","1950","11","1498","80.7010779","7.6126631"
"4674","6/21/2020","Liechtenstein","82","1","55","9.5357359","47.1366545"
"4675","6/21/2020","Sainte Lucia","19","0","18","#N/A","#N/A"
"4676","6/21/2020","Lebanon","1587","32","1068","35.8801633","33.9230699"
"4677","6/21/2020","Laos","19","0","19","103.7377213","18.5021797"
"4678","6/21/2020","Kazakhstan","17732","120","10897","67.2914966","48.1568795"
"4679","6/21/2020","kuwait","39650","326","31240","47.5869936","29.3343168"
"4680","6/21/2020","South Korea","12438","280","10881","127.8391693","36.3852463"
"4681","6/21/2020","Comoros","247","5","159","43.6823810","-11.8777757"
"4682","6/21/2020","Saint Kitts andNevis","15","0","15","#N/A","#N/A"
"4683","6/21/2020","Cambodia","129","0","127","104.9069431","12.7200493"
"4684","6/21/2020","Kyrgyzstan","3356","40","2021","74.5416555","41.4622179"
"4685","6/21/2020","Kenya","4738","123","1607","37.7959444","0.5998746"
"4686","6/21/2020","Japan","17780","955","15948","138.0308921","37.5923006"
"4687","6/21/2020","Jamaica","659","10","516","-77.3148256","18.1569548"
"4688","6/21/2020","Jordan","1033","9","739","36.7713725","31.2457939"
"4689","6/21/2020","Italiy","238499","34634","182893","#N/A","#N/A"
"4690","6/21/2020","Iceland","1823","10","1805","-18.5739709","64.9957526"
"4691","6/21/2020","Iran","204952","9623","163591","54.2740707","32.5750329"
"4692","6/21/2020","Iraq","30868","1100","13935","43.7435320","33.0397051"
"4693","6/21/2020","India","425282","13699","237196","79.6119736","22.8857804"
"4694","6/21/2020","Israel","20778","306","15694","35.0044500","31.4611019"
"4695","6/21/2020","Irland","25379","1715","22698","#N/A","#N/A"
"4696","6/21/2020","Indonesia","45891","2465","18404","117.2400976","-2.2150502"
"4697","6/21/2020","Hungary","4094","570","2589","19.3955938","47.1627771"
"4698","6/21/2020","Haiti","5077","88","24","-72.6852736","18.9350096"
"4699","6/21/2020","Croatia","2317","107","2142","16.4041308","45.0804728"
"4700","6/21/2020","Honduras","12769","363","1293","-86.6151685","14.8268823"
"4701","6/21/2020","Hong-Kong","1131","5","1078","#N/A","#N/A"
"4702","6/21/2020","Guyana","184","12","103","-58.9820260","4.7937805"
"4703","6/21/2020","Guinea Bissau","1541","17","153","-14.9497294","12.0474445"
"4704","6/21/2020","Guatemala","13145","531","2711","-90.3648229","15.6940416"
"4705","6/21/2020","Greece","3266","190","1374","22.9555621","39.0746697"
"4706","6/21/2020","Equatorial Guinea","1664","32","515","10.3413890","1.7055404"
"4707","6/21/2020","Guadeloupe","174","14","157","#N/A","#N/A"
"4708","6/21/2020","Guinea","4988","27","3669","-10.9406638","10.4362159"
"4709","6/21/2020","Gambia","37","2","24","-15.3960181","13.4496538"
"4710","6/21/2020","Ghana","14154","85","10473","-1.2167690","7.9534512"
"4711","6/21/2020","Gibraltar","176","0","176","#N/A","#N/A"
"4712","6/21/2020","Georgia","906","14","755","43.5077900","42.1685594"
"4713","6/21/2020","Guyane FranÃ§aise","2441","6","930","#N/A","#N/A"
"4714","6/21/2020","Grenada","23","0","23","-61.6821942","12.1172555"
"4715","6/21/2020","United kingdom","305627","42717","1143","-2.8656336","54.1238716"
"4716","6/21/2020","Gabon","4428","34","1750","11.7886301","-0.5866033"
"4717","6/21/2020","Fiji","18","0","18","165.4505548","-17.4285609"
"4718","6/21/2020","Finland","7143","326","6200","26.2746702","64.4988484"
"4719","6/21/2020","ÃŽles FÃ©roÃ©","187","0","187","#N/A","#N/A"
"4720","6/21/2020","France","198278","29640","74372","2.5361847","46.1870058"
"4721","6/21/2020","Ethiopia","4532","74","1213","39.6008014","8.6227842"
"4722","6/21/2020","Spain","246272","28323","150376","-3.6475487","40.2444863"
"4723","6/21/2020","Eritrea","143","0","39","38.8461544","15.3618688"
"4724","6/21/2020","Sahara Occidental","9","1","8","#N/A","#N/A"
"4725","6/21/2020","Egypt","55233","2193","14736","29.8618993","26.4959311"
"4726","6/21/2020","Estonia","1981","69","1764","25.5424855","58.6719242"
"4727","6/21/2020","Ecuador","50640","4223","24991","-78.7520357","-1.4238195"
"4728","6/21/2020","Algeria","11771","845","8422","2.6173210","28.1589384"
"4729","6/21/2020","Dominican Republic","26677","662","15138","-70.5056909","18.8943308"
"4730","6/21/2020","Dominica","18","0","18","-61.3577312","15.4394721"
"4731","6/21/2020","Denemark","12404","600","11295","#N/A","#N/A"
"4732","6/21/2020","Djibouti","4582","45","3859","42.5606768","11.7487205"
"4733","6/21/2020","Germany","191272","8895","174740","10.3857769","51.1069790"
"4734","6/21/2020","Czech Republic","10498","336","7499","15.3124007","49.7334107"
"4735","6/21/2020","Cyprus","986","19","824","33.0060036","34.9166693"
"4736","6/21/2020","Cape Verde","890","8","413","-23.9599097","15.9551882"
"4737","6/21/2020","Cuba","2312","85","2103","-79.0160691","21.6229002"
"4738","6/21/2020","Costa Rica","2213","12","1032","-84.1920879","9.9763424"
"4739","6/21/2020","Colombia","68836","2353","27412","-73.0811494","3.9138316"
"4740","6/21/2020","China","83396","4634","78412","103.8190738","36.5617680"
"4741","6/21/2020","Cameroon","11892","303","7710","12.7396427","5.6911030"
"4742","6/21/2020","Chile","242355","4479","200569","-71.3825588","-37.7306975"
"4743","6/21/2020","Ivory Coast","7492","54","3068","-5.5692160","7.6284287"
"4744","6/21/2020","Suiss","31292","1956","29000","#N/A","#N/A"
"4745","6/21/2020","Republic of the Congo","883","27","391","15.2196572","-0.8378817"
"4746","6/21/2020","Central African Republic","2808","23","472","20.4682636","6.5682300"
"4747","6/21/2020","Democratic Republic of the Congo","5826","130","841","23.6439564","-2.8774601"
"4748","6/21/2020","Canada","103078","8482","65249","-98.3077572","61.3620683"
"4749","6/21/2020","Belarus","58505","346","37666","28.0320871","53.5313115"
"4750","6/21/2020","Belize","22","2","17","-88.7101023","17.2002747"
"4751","6/21/2020","Botswana","89","1","25","23.7985373","-22.1840203"
"4752","6/21/2020","Bhutan","68","0","30","90.4018950","27.4110619"
"4753","6/21/2020","Bahamas","104","11","77","#N/A","#N/A"
"4754","6/21/2020","Brasil","1085038","50617","600576","#N/A","#N/A"
"4755","6/21/2020","Bolivia","24388","773","5454","-64.6853892","-16.7081454"
"4756","6/21/2020","Brunei Darussalam","141","3","138","#N/A","#N/A"
"4757","6/21/2020","Saint BarthÃ©lemy","6","0","6","#N/A","#N/A"
"4758","6/21/2020","Benin","765","13","253","2.3278453","9.6417533"
"4759","6/21/2020","Burundi","144","1","93","29.8751201","-3.3593926"
"4760","6/21/2020","Bahrain","21764","63","16419","50.5419776","26.0420085"
"4761","6/21/2020","Bulgaria","3905","199","2074","25.2155233","42.7688999"
"4762","6/21/2020","Burkina Faso","903","53","814","-1.7545684","12.2695368"
"4763","6/21/2020","Belgium","60550","9696","16771","4.6406457","50.6398144"
"4764","6/21/2020","Bangladesh","112306","1464","45077","90.2381279","23.8673041"
"4765","6/21/2020","Bosnia and Herzegovina","3273","169","2241","17.7687659","44.1744991"
"4766","6/21/2020","Barbados","97","7","85","-59.5598020","13.1814537"
"4767","6/21/2020","Azerbaijan","12729","154","6799","47.5459965","40.2882767"
"4768","6/21/2020","Australia","7474","102","6903","134.4909988","-25.7328874"
"4769","6/21/2020","Austria","17341","690","16197","14.1264781","47.5854985"
"4770","6/21/2020","Argentina","42785","1011","12728","-65.1798088","-35.3813535"
"4771","6/21/2020","Angola","183","9","77","17.5373615","-12.2933611"
"4772","6/21/2020","Armenia","20268","350","9002","44.9299343","40.2895221"
"4773","6/21/2020","Albania","1962","44","1134","20.0498303","41.1424513"
"4774","6/21/2020","Antigua and Barbuda","26","3","22","-61.7946956","17.2775426"
"4775","6/21/2020","Afghanistan","28833","581","8764","66.0047311","33.8352322"
"4776","6/21/2020","United Arab Emirates","44925","302","32415","54.3001574","23.9052718"
"4777","6/21/2020","Andorra","855","52","792","1.5605337","42.5422917"
"4778","6/20/2020","Andorra","855","52","792","1.5605337","42.5422917"
"4779","6/20/2020","United Arab Emirates","44533","301","31754","54.3001574","23.9052718"
"4780","6/20/2020","Afghanistan","28424","569","8292","66.0047311","33.8352322"
"4781","6/20/2020","Antigua and Barbuda","26","3","22","-61.7946956","17.2775426"
"4782","6/20/2020","Albania","1891","43","1126","20.0498303","41.1424513"
"4783","6/20/2020","Armenia","19708","332","8854","44.9299343","40.2895221"
"4784","6/20/2020","Angola","176","9","66","17.5373615","-12.2933611"
"4785","6/20/2020","Argentina","41204","992","12206","-65.1798088","-35.3813535"
"4786","6/20/2020","Austria","17323","688","16175","14.1264781","47.5854985"
"4787","6/20/2020","Australia","7461","102","6896","134.4909988","-25.7328874"
"4788","6/20/2020","Azerbaijan","12238","148","6516","47.5459965","40.2882767"
"4789","6/20/2020","Barbados","97","7","85","-59.5598020","13.1814537"
"4790","6/20/2020","Bosnia and Herzegovina","3273","169","2241","17.7687659","44.1744991"
"4791","6/20/2020","Bangladesh","108775","1425","43993","90.2381279","23.8673041"
"4792","6/20/2020","Belgium","60550","9696","16771","4.6406457","50.6398144"
"4793","6/20/2020","Burkina Faso","901","53","810","-1.7545684","12.2695368"
"4794","6/20/2020","Bulgaria","3872","199","2027","25.2155233","42.7688999"
"4795","6/20/2020","Bahrain","21331","60","15790","50.5419776","26.0420085"
"4796","6/20/2020","Burundi","104","1","75","29.8751201","-3.3593926"
"4797","6/20/2020","Benin","650","11","247","2.3278453","9.6417533"
"4798","6/20/2020","Saint BarthÃ©lemy","6","0","6","#N/A","#N/A"
"4799","6/20/2020","Brunei Darussalam","141","3","138","#N/A","#N/A"
"4800","6/20/2020","Bolivia","23512","740","5086","-64.6853892","-16.7081454"
"4801","6/20/2020","Brasil","1032913","49976","589074","#N/A","#N/A"
"4802","6/20/2020","Bahamas","104","11","74","#N/A","#N/A"
"4803","6/20/2020","Bhutan","68","0","30","90.4018950","27.4110619"
"4804","6/20/2020","Botswana","89","1","25","23.7985373","-22.1840203"
"4805","6/20/2020","Belize","22","2","17","-88.7101023","17.2002747"
"4806","6/20/2020","Belarus","57936","343","36749","28.0320871","53.5313115"
"4807","6/20/2020","Canada","102762","8466","64826","-98.3077572","61.3620683"
"4808","6/20/2020","Democratic Republic of the Congo","5672","125","807","23.6439564","-2.8774601"
"4809","6/20/2020","Central African Republic","2686","19","420","20.4682636","6.5682300"
"4810","6/20/2020","Republic of the Congo","883","27","391","15.2196572","-0.8378817"
"4811","6/20/2020","Suiss","31243","1956","28900","#N/A","#N/A"
"4812","6/20/2020","Ivory Coast","7276","52","2992","-5.5692160","7.6284287"
"4813","6/20/2020","Chile","236748","4295","196609","-71.3825588","-37.7306975"
"4814","6/20/2020","Cameroon","11610","301","7702","12.7396427","5.6911030"
"4815","6/20/2020","China","83380","4634","78412","103.8190738","36.5617680"
"4816","6/20/2020","Colombia","63454","2148","24035","-73.0811494","3.9138316"
"4817","6/20/2020","Costa Rica","2127","12","1014","-84.1920879","9.9763424"
"4818","6/20/2020","Cuba","2309","85","2071","-79.0160691","21.6229002"
"4819","6/20/2020","Cape Verde","863","8","377","-23.9599097","15.9551882"
"4820","6/20/2020","Cyprus","985","19","824","33.0060036","34.9166693"
"4821","6/20/2020","Czech Republic","10448","336","7477","15.3124007","49.7334107"
"4822","6/20/2020","Germany","190670","8895","174609","10.3857769","51.1069790"
"4823","6/20/2020","Djibouti","4565","45","3565","42.5606768","11.7487205"
"4824","6/20/2020","Denemark","12404","600","11295","#N/A","#N/A"
"4825","6/20/2020","Dominica","18","0","18","-61.3577312","15.4394721"
"4826","6/20/2020","Dominican Republic","25778","655","14957","-70.5056909","18.8943308"
"4827","6/20/2020","Algeria","11631","837","8324","2.6173210","28.1589384"
"4828","6/20/2020","Ecuador","49731","4156","24446","-78.7520357","-1.4238195"
"4829","6/20/2020","Estonia","1981","69","1758","25.5424855","58.6719242"
"4830","6/20/2020","Egypt","53758","2106","14327","29.8618993","26.4959311"
"4831","6/20/2020","Sahara Occidental","9","1","8","#N/A","#N/A"
"4832","6/20/2020","Eritrea","143","0","39","38.8461544","15.3618688"
"4833","6/20/2020","Spain","245938","28322","150376","-3.6475487","40.2444863"
"4834","6/20/2020","Ethiopia","4469","72","1122","39.6008014","8.6227842"
"4835","6/20/2020","France","197994","29633","74312","2.5361847","46.1870058"
"4836","6/20/2020","ÃŽles FÃ©roÃ©","187","0","187","#N/A","#N/A"
"4837","6/20/2020","Finland","7142","326","6200","26.2746702","64.4988484"
"4838","6/20/2020","Fiji","18","0","18","165.4505548","-17.4285609"
"4839","6/20/2020","Gabon","4428","34","1750","11.7886301","-0.5866033"
"4840","6/20/2020","United kingdom","304404","42674","1143","-2.8656336","54.1238716"
"4841","6/20/2020","Grenada","23","0","23","-61.6821942","12.1172555"
"4842","6/20/2020","Guyane FranÃ§aise","2163","5","890","#N/A","#N/A"
"4843","6/20/2020","Georgia","898","14","752","43.5077900","42.1685594"
"4844","6/20/2020","Gibraltar","176","0","176","#N/A","#N/A"
"4845","6/20/2020","Ghana","13717","85","10074","-1.2167690","7.9534512"
"4846","6/20/2020","Gambia","37","2","24","-15.3960181","13.4496538"
"4847","6/20/2020","Guinea","4960","27","3630","-10.9406638","10.4362159"
"4848","6/20/2020","Guadeloupe","174","14","157","#N/A","#N/A"
"4849","6/20/2020","Equatorial Guinea","1664","32","515","10.3413890","1.7055404"
"4850","6/20/2020","Greece","3256","190","1374","22.9555621","39.0746697"
"4851","6/20/2020","Guatemala","12755","514","2558","-90.3648229","15.6940416"
"4852","6/20/2020","Guinea Bissau","1541","17","153","-14.9497294","12.0474445"
"4853","6/20/2020","Guyana","183","12","102","-58.9820260","4.7937805"
"4854","6/20/2020","Hong-Kong","1128","5","1077","#N/A","#N/A"
"4855","6/20/2020","Honduras","12306","358","1275","-86.6151685","14.8268823"
"4856","6/20/2020","Croatia","2299","107","2142","16.4041308","45.0804728"
"4857","6/20/2020","Haiti","5077","88","24","-72.6852736","18.9350096"
"4858","6/20/2020","Hungary","4086","570","2585","19.3955938","47.1627771"
"4859","6/20/2020","Indonesia","45029","2429","17883","117.2400976","-2.2150502"
"4860","6/20/2020","Irland","25374","1715","22698","#N/A","#N/A"
"4861","6/20/2020","Israel","20633","305","15586","35.0044500","31.4611019"
"4862","6/20/2020","India","410461","13254","227756","79.6119736","22.8857804"
"4863","6/20/2020","Iraq","29222","1013","13211","43.7435320","33.0397051"
"4864","6/20/2020","Iran","202584","9507","161384","54.2740707","32.5750329"
"4865","6/20/2020","Iceland","1822","10","1805","-18.5739709","64.9957526"
"4866","6/20/2020","Italiy","238275","34610","182453","#N/A","#N/A"
"4867","6/20/2020","Jordan","1015","9","722","36.7713725","31.2457939"
"4868","6/20/2020","Jamaica","657","10","462","-77.3148256","18.1569548"
"4869","6/20/2020","Japan","17725","955","15948","138.0308921","37.5923006"
"4870","6/20/2020","Kenya","4478","121","1586","37.7959444","0.5998746"
"4871","6/20/2020","Kyrgyzstan","2981","35","1981","74.5416555","41.4622179"
"4872","6/20/2020","Cambodia","129","0","126","104.9069431","12.7200493"
"4873","6/20/2020","Saint Kitts andNevis","15","0","15","#N/A","#N/A"
"4874","6/20/2020","Comoros","247","5","159","43.6823810","-11.8777757"
"4875","6/20/2020","South Korea","12421","280","10868","127.8391693","36.3852463"
"4876","6/20/2020","kuwait","39145","319","30726","47.5869936","29.3343168"
"4877","6/20/2020","Kazakhstan","17225","118","10671","67.2914966","48.1568795"
"4878","6/20/2020","Laos","19","0","19","103.7377213","18.5021797"
"4879","6/20/2020","Lebanon","1536","32","1006","35.8801633","33.9230699"
"4880","6/20/2020","Sainte Lucia","19","0","18","#N/A","#N/A"
"4881","6/20/2020","Liechtenstein","82","1","55","9.5357359","47.1366545"
"4882","6/20/2020","Sri Lanka","1950","11","1472","80.7010779","7.6126631"
"4883","6/20/2020","Liberia","601","33","254","-9.3220778","6.4527827"
"4884","6/20/2020","Lesotho","4","0","2","28.2272277","-29.5800467"
"4885","6/20/2020","Lithuania","1795","76","1470","23.8872004","55.3261108"
"4886","6/20/2020","Luxembourg","4105","110","3951","6.0718268","49.7672469"
"4887","6/20/2020","Latvia","1111","30","903","24.9123704","56.8508531"
"4888","6/20/2020","Libya","544","10","98","18.0086578","27.0309425"
"4889","6/20/2020","Morocco","9839","213","8223","-8.4561605","29.8376279"
"4890","6/20/2020","Monaco","99","4","94","7.4062805","43.7527611"
"4891","6/20/2020","Moldova","13953","464","7745","28.4567374","47.1949932"
"4892","6/20/2020","Saint Martin","42","3","36","-63.0597162","18.0888933"
"4893","6/20/2020","Montenegro","359","9","315","19.2388382","42.7889115"
"4894","6/20/2020","Madagascar","1503","13","618","46.7047375","-19.3718960"
"4895","6/20/2020","Macedonia","5005","233","1904","21.6821134","41.5953106"
"4896","6/20/2020","Mali","1933","109","1255","-3.5426879","17.3458146"
"4897","6/20/2020","Birmanie","287","6","196","#N/A","#N/A"
"4898","6/20/2020","Macao","45","0","45","#N/A","#N/A"
"4899","6/20/2020","Mongolia","206","0","139","103.0529965","46.8268143"
"4900","6/20/2020","Martinique","236","14","98","#N/A","#N/A"
"4901","6/20/2020","Mauritania","2813","108","696","-10.3477974","20.2573693"
"4902","6/20/2020","Malta","664","9","616","14.4052204","35.9215132"
"4903","6/20/2020","Mauritius","337","10","326","57.5712076","-20.2777156"
"4904","6/20/2020","Maldives","2187","8","1788","73.4571108","3.7285473"
"4905","6/20/2020","Malawi","620","8","91","34.2893585","-13.2180697"
"4906","6/20/2020","Mexico","175202","20781","130854","-102.5234504","23.9475393"
"4907","6/20/2020","Malaysia","8556","121","8146","109.6976155","3.7898726"
"4908","6/20/2020","Mozambique","688","4","177","35.5336735","-17.2738190"
"4909","6/20/2020","Namibia","46","0","19","17.2096277","-22.1303079"
"4910","6/20/2020","Nouvelle-CalÃ©donie","21","0","21","#N/A","#N/A"
"4911","6/20/2020","Niger","1035","67","911","9.3854645","17.4191260"
"4912","6/20/2020","Nigeria","19808","506","6718","8.0894424","9.5941181"
"4913","6/20/2020","Nicaragua","1823","64","1238","-85.0305289","12.8470963"
"4914","6/20/2020","Netherlands","49710","6108","186","5.2814735","52.1008080"
"4915","6/20/2020","Norway","8742","244","8138","15.3483297","68.7501441"
"4916","6/20/2020","Nepal","8605","22","1578","83.9158367","28.2489136"
"4917","6/20/2020","New Zealand","1511","22","1482","171.4849539","-41.8111283"
"4918","6/20/2020","Panama","25222","493","14359","-80.1191515","8.5175119"
"4919","6/20/2020","Oman","28566","128","14780","56.0916597","20.6051541"
"4920","6/20/2020","PolynÃ©sie FranÃ§aise","60","0","60","#N/A","#N/A"
"4921","6/20/2020","Peru","251338","7861","143017","-74.3824289","-9.1528028"
"4922","6/20/2020","Papouasie-Nouvelle-Guinea","8","0","8","#N/A","#N/A"
"4923","6/20/2020","Philippines","29400","1150","7650","122.8839215","11.7753974"
"4924","6/20/2020","Pakistan","176617","3501","67892","69.3395803","29.9497522"
"4925","6/20/2020","Poland","31620","1346","16181","19.3901184","52.1275954"
"4926","6/20/2020","Palestine","784","3","437","#N/A","#N/A"
"4927","6/20/2020","Portugal","38841","1528","24906","-8.5010551","39.5955025"
"4928","6/20/2020","Paraguay","1362","13","791","-58.4001408","-23.2282390"
"4929","6/20/2020","RÃ©union","505","1","460","#N/A","#N/A"
"4930","6/20/2020","Qatar","86488","94","66763","51.1847851","25.3060094"
"4931","6/20/2020","Romania","23730","1500","16735","24.9729329","45.8524294"
"4932","6/20/2020","Republic of Serbia","12803","260","11889","20.7895812","44.2215031"
"4933","6/20/2020","Russia","576162","7992","334024","96.6865735","61.9805217"
"4934","6/20/2020","Rwanda","702","2","357","29.9198911","-1.9903320"
"4935","6/20/2020","Seychelles","11","0","11","55.4760200","-4.6609782"
"4936","6/20/2020","Saudi Arabia","154233","1230","98917","44.5368704","24.1224547"
"4937","6/20/2020","Sudan","8580","521","3325","29.9404723","15.9903543"
"4938","6/20/2020","Sweden","56043","5053","0","16.7437122","62.7923202"
"4939","6/20/2020","Singapore","41833","26","34224","103.8172532","1.3587707"
"4940","6/20/2020","Slovenia","1519","109","1359","14.8044464","46.1155544"
"4941","6/20/2020","Slovakia","1586","28","1447","19.4790521","48.7054718"
"4942","6/20/2020","Sierra Leone","1309","53","746","-11.7927121","8.5632907"
"4943","6/20/2020","San Marino","696","42","610","12.4592303","43.9418694"
"4944","6/20/2020","Senegal","5783","82","3859","-14.4734890","14.3662438"
"4945","6/20/2020","Somalia","2755","88","751","45.7071624","4.7506519"
"4946","6/20/2020","Suriname","303","8","74","-55.9123483","4.1305538"
"4947","6/20/2020","Sao Tome and Principe","698","12","203","6.7242964","0.4439085"
"4948","6/20/2020","South Sudan","1882","34","122","30.2479006","7.3087758"
"4949","6/20/2020","El Salvador","4475","93","2449","-88.8716446","13.7394401"
"4950","6/20/2020","Syria","198","7","83","38.5078794","35.0254725"
"4951","6/20/2020","Eswatini","627","5","285","#N/A","#N/A"
"4952","6/20/2020","Tchad","858","74","746","#N/A","#N/A"
"4953","6/20/2020","Thailand","3147","58","3018","101.0028835","15.1181635"
"4954","6/20/2020","Togo","561","13","366","0.9623212","8.5252980"
"4955","6/20/2020","Tajikistan","5399","52","3894","71.0136331","38.5304512"
"4956","6/20/2020","East Timor","24","0","24","125.8443864","-8.8288854"
"4957","6/20/2020","Tunisia","1156","50","1017","9.5528829","34.1195666"
"4958","6/20/2020","Turkey","186493","4927","158828","35.1689553","39.0616034"
"4959","6/20/2020","Taiwan","446","7","434","120.9542726","23.7540034"
"4960","6/20/2020","Trinidad and Tobago","123","8","109","-61.2656580","10.4573576"
"4961","6/20/2020","Tanzania","509","21","183","#N/A","#N/A"
"4962","6/20/2020","Ukraine","36615","1004","16974","31.3832579","48.9965678"
"4963","6/20/2020","Uganda","763","0","492","32.3690754","1.2746902"
"4964","6/20/2020","Unites States Of America","2255119","119719","617460","#N/A","#N/A"
"4965","6/20/2020","Uruguay","859","25","815","-56.0180680","-32.7995198"
"4966","6/20/2020","Uzbekistan","6153","19","4290","63.1400180","41.7555408"
"4967","6/20/2020","Vatican","12","0","12","12.4338626","41.9017410"
"4968","6/20/2020","Venezuela","3789","33","835","-66.1818409","7.1242240"
"4969","6/20/2020","Saint Vincent and the Grenadines","29","0","26","-61.2012944","13.2247184"
"4970","6/20/2020","Vietnam","349","0","327","106.2991386","16.6460145"
