"Date","Pays","Infections","Deces","Guerisons","long","lat"
"6/19/2020","Iran","200262","9392","159192","54.2740707","32.5750329"
"6/19/2020","Iraq","27352","925","12205","43.743532","33.0397051"
"6/19/2020","India","395048","12948","213831","79.6119736","22.8857804"
"6/19/2020","Israel","20339","304","15586","35.00445","31.4611019"
"6/19/2020","Irland","25368","1714","22698","#N/A","#N/A"
"6/19/2020","Indonesia","43803","2373","17349","117.2400976","-2.2150502"
"6/19/2020","Hungary","4081","568","2581","19.3955938","47.1627771"
"6/19/2020","Haiti","4980","87","24","-72.6852736","18.9350096"
"6/19/2020","Croatia","2280","107","2142","16.4041308","45.0804728"
"6/19/2020","Honduras","11258","349","1214","-86.6151685","14.8268823"
"6/19/2020","Hong-Kong","1124","4","1072","#N/A","#N/A"
"6/19/2020","Guyana","183","12","102","-58.982026","4.7937805"
"6/19/2020","Guinea Bissau","1541","17","153","-14.9497294","12.0474445"
"6/19/2020","Guatemala","12509","483","2419","-90.3648229","15.6940416"
"6/19/2020","Greece","3237","189","1374","22.9555621","39.0746697"
"6/19/2020","Equatorial Guinea","1664","32","515","10.341389","1.7055404"
"6/19/2020","Guadeloupe","174","14","157","#N/A","#N/A"
"6/19/2020","Guinea","4904","27","3522","-10.9406638","10.4362159"
"6/19/2020","Gambia","36","1","24","-15.3960181","13.4496538"
"6/19/2020","Ghana","13203","70","4548","-1.216769","7.9534512"
"6/19/2020","Gibraltar","176","0","176","#N/A","#N/A"
"6/19/2020","Georgia","896","14","741","43.50779","42.1685594"
"6/19/2020","Guyane FranÃ§aise","1969","5","840","#N/A","#N/A"
"6/19/2020","Grenada","23","0","23","-61.6821942","12.1172555"
"6/19/2020","United kingdom","303109","42546","1143","-2.8656336","54.1238716"
"6/19/2020","Gabon","4428","34","1750","11.7886301","-0.5866033"
"6/19/2020","Fiji","18","0","18","165.4505548","-17.4285609"
"6/19/2020","Finland","7133","326","6200","26.2746702","64.4988484"
"6/19/2020","ÃŽles FÃ©roÃ©","187","0","187","#N/A","#N/A"
"6/19/2020","France","197353","29617","74117","2.5361847","46.1870058"
"6/19/2020","Ethiopia","4070","72","1029","39.6008014","8.6227842"
"6/19/2020","Spain","245575","28315","150376","-3.6475487","40.2444863"
"6/19/2020","Eritrea","142","0","39","38.8461544","15.3618688"
"6/19/2020","Sahara Occidental","9","1","8","#N/A","#N/A"
"6/19/2020","Egypt","52211","2017","13928","29.8618993","26.4959311"
"6/19/2020","Estonia","1979","69","1755","25.5424855","58.6719242"
"6/19/2020","Ecuador","49731","4156","24446","-78.7520357","-1.4238195"
"6/19/2020","Algeria","11504","825","8196","2.617321","28.1589384"
"6/19/2020","Dominican Republic","25068","647","14605","-70.5056909","18.8943308"
"6/19/2020","Dominica","18","0","18","-61.3577312","15.4394721"
"6/19/2020","Denemark","12404","600","11295","#N/A","#N/A"
"6/19/2020","Djibouti","4565","45","3565","42.5606768","11.7487205"
"6/19/2020","Germany","190299","8887","173972","10.3857769","51.106979"
"6/19/2020","Czech Republic","10406","335","7473","15.3124007","49.7334107"
"6/19/2020","Cyprus","985","19","818","33.0060036","34.9166693"
"6/19/2020","Cape Verde","848","8","377","-23.9599097","15.9551882"
"6/19/2020","Cuba","2305","85","2037","-79.0160691","21.6229002"
"6/19/2020","Costa Rica","2058","12","982","-84.1920879","9.9763424"
"6/19/2020","Colombia","60387","2046","22726","-73.0811494","3.9138316"
"6/19/2020","China","83325","4634","78398","103.8190738","36.561768"
"6/19/2020","Cameroon","10638","282","7548","12.7396427","5.691103"
"6/19/2020","Chile","231393","4093","191491","-71.3825588","-37.7306975"
"6/19/2020","Ivory Coast","6874","49","2942","-5.569216","7.6284287"
"6/19/2020","Suiss","31235","1956","28900","#N/A","#N/A"
"6/19/2020","Republic of the Congo","883","27","391","15.2196572","-0.8378817"
"6/19/2020","Central African Republic","2605","19","417","20.4682636","6.56823"
"6/19/2020","Democratic Republic of the Congo","5477","122","719","23.6439564","-2.8774601"
"6/19/2020","Canada","102314","8408","64318","-98.3077572","61.3620683"
"6/19/2020","Belarus","57333","337","35275","28.0320871","53.5313115"
"6/19/2020","Belize","22","2","17","-88.7101023","17.2002747"
"6/19/2020","Botswana","89","1","25","23.7985373","-22.1840203"
"6/19/2020","Bhutan","68","0","28","90.401895","27.4110619"
"6/19/2020","Bahamas","104","11","74","#N/A","#N/A"
"6/19/2020","Brasil","1032913","48954","551631","#N/A","#N/A"
"6/19/2020","Bolivia","22476","715","4670","-64.6853892","-16.7081454"
"6/19/2020","Brunei Darussalam","141","3","138","#N/A","#N/A"
"6/19/2020","Saint BarthÃ©lemy","6","0","6","#N/A","#N/A"
"6/19/2020","Benin","650","11","247","2.3278453","9.6417533"
"6/19/2020","Burundi","104","1","75","29.8751201","-3.3593926"
"6/19/2020","Bahrain","20916","57","15287","50.5419776","26.0420085"
"6/19/2020","Bulgaria","3755","193","2008","25.2155233","42.7688999"
"6/19/2020","Burkina Faso","900","53","810","-1.7545684","12.2695368"
"6/19/2020","Belgium","60476","9695","16751","4.6406457","50.6398144"
"6/19/2020","Bangladesh","105535","1388","42945","90.2381279","23.8673041"
"6/19/2020","Bosnia and Herzegovina","3273","169","2241","17.7687659","44.1744991"
"6/19/2020","Barbados","97","7","85","-59.559802","13.1814537"
"6/19/2020","Azerbaijan","11767","143","6325","47.5459965","40.2882767"
"6/19/2020","Australia","7411","102","6881","134.4909988","-25.7328874"
"6/19/2020","Austria","17271","688","16141","14.1264781","47.5854985"
"6/19/2020","Argentina","39570","979","11851","-65.1798088","-35.3813535"
"6/19/2020","Angola","172","8","66","17.5373615","-12.2933611"
"6/19/2020","Armenia","19157","319","8266","44.9299343","40.2895221"
"6/19/2020","Albania","1838","42","1114","20.0498303","41.1424513"
"6/19/2020","Antigua and Barbuda","26","3","22","-61.7946956","17.2775426"
"6/19/2020","Afghanistan","27878","548","7962","66.0047311","33.8352322"
"6/19/2020","United Arab Emirates","44145","300","30996","54.3001574","23.9052718"
"6/19/2020","Andorra","855","52","792","1.5605337","42.5422917"
"6/18/2020","Andorra","855","52","792","1.5605337","42.5422917"
"6/18/2020","United Arab Emirates","43752","298","30241","54.3001574","23.9052718"
"6/18/2020","Afghanistan","27532","546","7660","66.0047311","33.8352322"
"6/18/2020","Antigua and Barbuda","26","3","22","-61.7946956","17.2775426"
"6/18/2020","Albania","1788","39","1086","20.0498303","41.1424513"
"6/18/2020","Armenia","18698","309","7560","44.9299343","40.2895221"
"6/18/2020","Angola","166","8","64","17.5373615","-12.2933611"
"6/18/2020","Argentina","37510","948","10721","-65.1798088","-35.3813535"
"6/18/2020","Austria","17223","688","16101","14.1264781","47.5854985"
"6/18/2020","Australia","7409","102","6878","134.4909988","-25.7328874"
"6/18/2020","Azerbaijan","11329","139","6192","47.5459965","40.2882767"
"6/18/2020","Barbados","97","7","85","-59.559802","13.1814537"
"6/18/2020","Bosnia and Herzegovina","3174","168","2219","17.7687659","44.1744991"
"6/18/2020","Bangladesh","102292","1343","40164","90.2381279","23.8673041"
"6/18/2020","Belgium","60348","9683","16724","4.6406457","50.6398144"
"6/18/2020","Burkina Faso","899","53","810","-1.7545684","12.2695368"
"6/18/2020","Bulgaria","3674","190","1941","25.2155233","42.7688999"
"6/18/2020","Bahrain","20430","55","14696","50.5419776","26.0420085"
"6/18/2020","Burundi","104","1","75","29.8751201","-3.3593926"
"6/18/2020","Benin","597","11","238","2.3278453","9.6417533"
"6/18/2020","Saint BarthÃ©lemy","6","0","6","#N/A","#N/A"
"6/18/2020","Brunei Darussalam","141","3","138","#N/A","#N/A"
"6/18/2020","Bolivia","21499","697","4002","-64.6853892","-16.7081454"
"6/18/2020","Brasil","978142","47748","534580","#N/A","#N/A"
"6/18/2020","Bahamas","104","11","74","#N/A","#N/A"
"6/18/2020","Bhutan","67","0","25","90.401895","27.4110619"
"6/18/2020","Botswana","79","1","25","23.7985373","-22.1840203"
"6/18/2020","Belize","22","2","16","-88.7101023","17.2002747"
"6/18/2020","Belarus","56657","331","34023","28.0320871","53.5313115"
"6/18/2020","Canada","101877","8361","63782","-98.3077572","61.3620683"
"6/18/2020","Democratic Republic of the Congo","5283","117","685","23.6439564","-2.8774601"
"6/18/2020","Central African Republic","2605","19","417","20.4682636","6.56823"
"6/18/2020","Republic of the Congo","883","27","391","15.2196572","-0.8378817"
"6/18/2020","Suiss","31200","1956","28900","#N/A","#N/A"
"6/18/2020","Ivory Coast","6444","49","2863","-5.569216","7.6284287"
"6/18/2020","Chile","225103","3841","186441","-71.3825588","-37.7306975"
"6/18/2020","Cameroon","9864","276","5570","12.7396427","5.691103"
"6/18/2020","China","83325","4634","78398","103.8190738","36.561768"
"6/18/2020","Colombia","57202","1955","21361","-73.0811494","3.9138316"
"6/18/2020","Costa Rica","1939","12","937","-84.1920879","9.9763424"
"6/18/2020","Cuba","2295","85","2020","-79.0160691","21.6229002"
"6/18/2020","Cape Verde","823","7","377","-23.9599097","15.9551882"
"6/18/2020","Cyprus","985","19","818","33.0060036","34.9166693"
"6/18/2020","Czech Republic","10280","334","7440","15.3124007","49.7334107"
"6/18/2020","Germany","189817","8875","173847","10.3857769","51.106979"
"6/18/2020","Djibouti","4557","43","3527","42.5606768","11.7487205"
"6/18/2020","Denemark","12357","600","11255","#N/A","#N/A"
"6/18/2020","Dominica","18","0","18","-61.3577312","15.4394721"
"6/18/2020","Dominican Republic","24645","635","14293","-70.5056909","18.8943308"
"6/18/2020","Algeria","11385","811","8078","2.617321","28.1589384"
"6/18/2020","Ecuador","49097","4087","24123","-78.7520357","-1.4238195"
"6/18/2020","Estonia","1977","69","1748","25.5424855","58.6719242"
"6/18/2020","Egypt","50437","1938","13528","29.8618993","26.4959311"
"6/18/2020","Sahara Occidental","9","1","8","#N/A","#N/A"
"6/18/2020","Eritrea","142","0","39","38.8461544","15.3618688"
"6/18/2020","Spain","245268","27136","150376","-3.6475487","40.2444863"
"6/18/2020","Ethiopia","3954","65","934","39.6008014","8.6227842"
"6/18/2020","France","196542","29603","73887","2.5361847","46.1870058"
"6/18/2020","ÃŽles FÃ©roÃ©","187","0","187","#N/A","#N/A"
"6/18/2020","Finland","7119","326","6200","26.2746702","64.4988484"
"6/18/2020","Fiji","18","0","18","165.4505548","-17.4285609"
"6/18/2020","Gabon","4340","32","1657","11.7886301","-0.5866033"
"6/18/2020","United kingdom","301759","42373","1137","-2.8656336","54.1238716"
"6/18/2020","Grenada","23","0","23","-61.6821942","12.1172555"
"6/18/2020","Guyane FranÃ§aise","1758","5","784","#N/A","#N/A"
"6/18/2020","Georgia","893","14","739","43.50779","42.1685594"
"6/18/2020","Gibraltar","176","0","176","#N/A","#N/A"
"6/18/2020","Ghana","12929","66","4468","-1.216769","7.9534512"
"6/18/2020","Gambia","36","1","24","-15.3960181","13.4496538"
"6/18/2020","Guinea","4841","26","3467","-10.9406638","10.4362159"
"6/18/2020","Guadeloupe","171","14","157","#N/A","#N/A"
"6/18/2020","Equatorial Guinea","1664","32","515","10.341389","1.7055404"
"6/18/2020","Greece","3227","188","1374","22.9555621","39.0746697"
"6/18/2020","Guatemala","11868","449","2290","-90.3648229","15.6940416"
"6/18/2020","Guinea Bissau","1492","15","153","-14.9497294","12.0474445"
"6/18/2020","Guyana","183","12","102","-58.982026","4.7937805"
"6/18/2020","Hong-Kong","1124","4","1072","#N/A","#N/A"
"6/18/2020","Honduras","10739","343","1179","-86.6151685","14.8268823"
"6/18/2020","Croatia","2269","107","2142","16.4041308","45.0804728"
"6/18/2020","Haiti","4916","84","24","-72.6852736","18.9350096"
"6/18/2020","Hungary","4079","568","2564","19.3955938","47.1627771"
"6/18/2020","Indonesia","42762","2339","16798","117.2400976","-2.2150502"
"6/18/2020","Irland","25355","1714","22698","#N/A","#N/A"
"6/18/2020","Israel","20036","303","15518","35.00445","31.4611019"
"6/18/2020","India","380532","12573","204711","79.6119736","22.8857804"
"6/18/2020","Iraq","25717","856","11333","43.743532","33.0397051"
"6/18/2020","Iran","197647","9272","156991","54.2740707","32.5750329"
"6/18/2020","Iceland","1816","10","1801","-18.5739709","64.9957526"
"6/18/2020","Italiy","238159","34514","180544","#N/A","#N/A"
"6/18/2020","Jordan","1001","9","697","36.7713725","31.2457939"
"6/18/2020","Jamaica","638","10","458","-77.3148256","18.1569548"
"6/18/2020","Japan","17588","935","15753","138.0308921","37.5923006"
"6/18/2020","Kenya","4257","117","1459","37.7959444","0.5998746"
"6/18/2020","Kyrgyzstan","2657","31","1933","74.5416555","41.4622179"
"6/18/2020","Cambodia","129","0","126","104.9069431","12.7200493"
"6/18/2020","Saint Kitts andNevis","15","0","15","#N/A","#N/A"
"6/18/2020","Comoros","210","5","129","43.682381","-11.8777757"
"6/18/2020","South Korea","12306","280","10835","127.8391693","36.3852463"
"6/18/2020","kuwait","38074","308","29512","47.5869936","29.3343168"
"6/18/2020","Kazakhstan","15877","100","10065","67.2914966","48.1568795"
"6/18/2020","Laos","19","0","19","103.7377213","18.5021797"
"6/18/2020","Lebanon","1495","32","944","35.8801633","33.9230699"
"6/18/2020","Sainte Lucia","19","0","18","#N/A","#N/A"
"6/18/2020","Liechtenstein","82","1","55","9.5357359","47.1366545"
"6/18/2020","Sri Lanka","1947","11","1421","80.7010779","7.6126631"
"6/18/2020","Liberia","542","33","250","-9.3220778","6.4527827"
"6/18/2020","Lesotho","4","0","2","28.2272277","-29.5800467"
"6/18/2020","Lithuania","1784","76","1449","23.8872004","55.3261108"
"6/18/2020","Luxembourg","4091","110","3940","6.0718268","49.7672469"
"6/18/2020","Latvia","1108","30","903","24.9123704","56.8508531"
"6/18/2020","Libya","510","10","81","18.0086578","27.0309425"
"6/18/2020","Morocco","9074","213","8041","-8.4561605","29.8376279"
"6/18/2020","Monaco","99","4","94","7.4062805","43.7527611"
"6/18/2020","Moldova","13106","444","7252","28.4567374","47.1949932"
"6/18/2020","Saint Martin","42","3","36","-63.0597162","18.0888933"
"6/18/2020","Montenegro","337","9","315","19.2388382","42.7889115"
"6/18/2020","Madagascar","1403","13","463","46.7047375","-19.371896"
"6/18/2020","Macedonia","4664","216","1836","21.6821134","41.5953106"
"6/18/2020","Mali","1906","107","1192","-3.5426879","17.3458146"
"6/18/2020","Birmanie","286","6","187","#N/A","#N/A"
"6/18/2020","Macao","45","0","45","#N/A","#N/A"
"6/18/2020","Mongolia","204","0","132","103.0529965","46.8268143"
"6/18/2020","Martinique","221","14","98","#N/A","#N/A"
"6/18/2020","Mauritania","2424","97","550","-10.3477974","20.2573693"
"6/18/2020","Malta","663","9","610","14.4052204","35.9215132"
"6/18/2020","Mauritius","337","10","325","57.5712076","-20.2777156"
"6/18/2020","Maldives","2137","8","1677","73.4571108","3.7285473"
"6/18/2020","Malawi","592","8","74","34.2893585","-13.2180697"
"6/18/2020","Mexico","165455","19747","122180","-102.5234504","23.9475393"
"6/18/2020","Malaysia","8529","121","8000","109.6976155","3.7898726"
"6/18/2020","Mozambique","662","4","175","35.5336735","-17.273819"
"6/18/2020","Namibia","39","0","19","17.2096277","-22.1303079"
"6/18/2020","Nouvelle-CalÃ©donie","21","0","21","#N/A","#N/A"
"6/18/2020","Niger","1020","67","901","9.3854645","17.419126"
"6/18/2020","Nigeria","18480","475","6307","8.0894424","9.5941181"
"6/18/2020","Nicaragua","1823","64","1238","-85.0305289","12.8470963"
"6/18/2020","Netherlands","49527","6097","186","5.2814735","52.100808"
"6/18/2020","Norway","8708","244","8138","15.3483297","68.7501441"
"6/18/2020","Nepal","7848","22","1186","83.9158367","28.2489136"
"6/18/2020","New Zealand","1507","22","1482","171.4849539","-41.8111283"
"6/18/2020","Panama","23351","475","13782","-80.1191515","8.5175119"
"6/18/2020","Oman","26818","119","13264","56.0916597","20.6051541"
"6/18/2020","PolynÃ©sie FranÃ§aise","60","0","60","#N/A","#N/A"
"6/18/2020","Peru","244388","7461","131190","-74.3824289","-9.1528028"
"6/18/2020","Papouasie-Nouvelle-Guinea","8","0","8","#N/A","#N/A"
"6/18/2020","Philippines","27799","1116","7090","122.8839215","11.7753974"
"6/18/2020","Pakistan","165062","3229","61383","69.3395803","29.9497522"
"6/18/2020","Poland","31015","1316","15317","19.3901184","52.1275954"
"6/18/2020","Palestine","600","3","415","#N/A","#N/A"
"6/18/2020","Portugal","38089","1524","24010","-8.5010551","39.5955025"
"6/18/2020","Paraguay","1330","13","717","-58.4001408","-23.228239"
"6/18/2020","RÃ©union","502","1","460","#N/A","#N/A"
"6/18/2020","Qatar","84441","86","63642","51.1847851","25.3060094"
"6/18/2020","Romania","23080","1473","16308","24.9729329","45.8524294"
"6/18/2020","Republic of Serbia","12616","258","11769","20.7895812","44.2215031"
"6/18/2020","Russia","560321","7650","313409","96.6865735","61.9805217"
"6/18/2020","Rwanda","646","2","350","29.9198911","-1.990332"
"6/18/2020","Seychelles","11","0","11","55.47602","-4.6609782"
"6/18/2020","Saudi Arabia","145991","1139","93915","44.5368704","24.1224547"
"6/18/2020","Sudan","8020","487","2966","29.9404723","15.9903543"
"6/18/2020","Sweden","56043","5053","0","16.7437122","62.7923202"
"6/18/2020","Singapore","41473","26","32712","103.8172532","1.3587707"
"6/18/2020","Slovenia","1511","109","1359","14.8044464","46.1155544"
"6/18/2020","Slovakia","1562","28","1443","19.4790521","48.7054718"
"6/18/2020","Sierra Leone","1272","51","710","-11.7927121","8.5632907"
"6/18/2020","San Marino","696","42","609","12.4592303","43.9418694"
"6/18/2020","Senegal","5475","76","3716","-14.473489","14.3662438"
"6/18/2020","Somalia","2719","88","724","45.7071624","4.7506519"
"6/18/2020","Suriname","277","7","74","-55.9123483","4.1305538"
"6/18/2020","Sao Tome and Principe","688","12","191","6.7242964","0.4439085"
"6/18/2020","South Sudan","1830","32","117","30.2479006","7.3087758"
"6/18/2020","El Salvador","4200","82","2235","-88.8716446","13.7394401"
"6/18/2020","Syria","187","7","78","38.5078794","35.0254725"
"6/18/2020","Eswatini","586","4","267","#N/A","#N/A"
"6/18/2020","Tchad","854","74","733","#N/A","#N/A"
"6/18/2020","Thailand","3141","58","2997","101.0028835","15.1181635"
"6/18/2020","Togo","547","13","353","0.9623212","8.525298"
"6/18/2020","Tajikistan","5279","51","3762","71.0136331","38.5304512"
"6/18/2020","East Timor","24","0","24","125.8443864","-8.8288854"
"6/18/2020","Tunisia","1132","50","1006","9.5528829","34.1195666"
"6/18/2020","Turkey","184031","4882","156022","35.1689553","39.0616034"
"6/18/2020","Taiwan","446","7","434","120.9542726","23.7540034"
"6/18/2020","Trinidad and Tobago","123","8","109","-61.265658","10.4573576"
"6/18/2020","Tanzania","509","21","183","#N/A","#N/A"
"6/18/2020","Ukraine","34833","976","16001","31.3832579","48.9965678"
"6/18/2020","Uganda","741","0","486","32.3690754","1.2746902"
"6/18/2020","Unites States Of America","2191053","118438","599115","#N/A","#N/A"
"6/18/2020","Uruguay","850","24","814","-56.018068","-32.7995198"
"6/18/2020","Uzbekistan","5767","19","4166","63.140018","41.7555408"
"6/18/2020","Vatican","12","0","12","12.4338626","41.901741"
"6/18/2020","Saint Vincent and the Grenadines","29","0","26","-61.2012944","13.2247184"
"6/18/2020","Venezuela","3483","28","835","-66.1818409","7.124224"
"6/18/2020","Vietnam","342","0","325","106.2991386","16.6460145"
"6/18/2020","Kosovo","1486","33","953","20.8724961","42.5707842"
"6/18/2020","South Africa","83890","1737","44920","25.0838838","-29.0003377"
"6/18/2020","Yemen","909","248","273","47.5867601","15.9092765"
"6/18/2020","Mayotte","2383","29","2066","#N/A","#N/A"
"6/18/2020","Zambia","1416","11","1144","27.7747508","-13.4582454"
"6/18/2020","Zimbabwe","463","4","63","29.8514503","-19.0042059"
"6/18/2020","Autres","721","15","651","#N/A","#N/A"
"6/17/2020","Autres","721","15","651","#N/A","#N/A"
"6/17/2020","Zimbabwe","401","4","63","29.8514503","-19.0042059"
"6/17/2020","Zambia","1412","11","1142","27.7747508","-13.4582454"
"6/17/2020","Mayotte","2345","29","2066","#N/A","#N/A"
"6/17/2020","South Africa","80412","1674","44331","25.0838838","-29.0003377"
"6/17/2020","Kosovo","1486","33","953","20.8724961","42.5707842"
"6/17/2020","Yemen","902","244","271","47.5867601","15.9092765"
"6/17/2020","Vietnam","335","0","325","106.2991386","16.6460145"
"6/17/2020","Venezuela","3386","28","835","-66.1818409","7.124224"
"6/17/2020","Saint Vincent and the Grenadines","29","0","25","-61.2012944","13.2247184"
"6/17/2020","Vatican","12","0","12","12.4338626","41.901741"
"6/17/2020","Uzbekistan","5682","19","4131","63.140018","41.7555408"
"6/17/2020","Uruguay","849","24","810","-56.018068","-32.7995198"
"6/17/2020","Unites States Of America","2163290","117717","592191","#N/A","#N/A"
"6/17/2020","Uganda","732","0","420","32.3690754","1.2746902"
"6/17/2020","Ukraine","33986","953","15485","31.3832579","48.9965678"
"6/17/2020","Tanzania","509","21","183","#N/A","#N/A"
"6/17/2020","Trinidad and Tobago","123","8","109","-61.265658","10.4573576"
"6/17/2020","Taiwan","445","7","434","120.9542726","23.7540034"
"6/17/2020","Turkey","182727","4861","154640","35.1689553","39.0616034"
"6/17/2020","Tunisia","1128","50","1004","9.5528829","34.1195666"
"6/17/2020","East Timor","24","0","24","125.8443864","-8.8288854"
"6/17/2020","Tajikistan","5221","51","3700","71.0136331","38.5304512"
"6/17/2020","Togo","544","13","353","0.9623212","8.525298"
"6/17/2020","Thailand","3135","58","2996","101.0028835","15.1181635"
"6/17/2020","Tchad","854","74","721","#N/A","#N/A"
"6/17/2020","Eswatini","563","4","262","#N/A","#N/A"
"6/17/2020","Syria","178","7","78","38.5078794","35.0254725"
"6/17/2020","El Salvador","4066","79","2137","-88.8716446","13.7394401"
"6/17/2020","South Sudan","1813","31","89","30.2479006","7.3087758"
"6/17/2020","Sao Tome and Principe","683","12","188","6.7242964","0.4439085"
"6/17/2020","Suriname","261","6","48","-55.9123483","4.1305538"
"6/17/2020","Somalia","2696","88","685","45.7071624","4.7506519"
"6/17/2020","Senegal","5369","73","3606","-14.473489","14.3662438"
"6/17/2020","San Marino","696","42","591","12.4592303","43.9418694"
"6/17/2020","Sierra Leone","1249","51","707","-11.7927121","8.5632907"
"6/17/2020","Slovakia","1561","28","1437","19.4790521","48.7054718"
"6/17/2020","Slovenia","1503","109","1359","14.8044464","46.1155544"
"6/17/2020","Singapore","41216","26","31938","103.8172532","1.3587707"
"6/17/2020","Sweden","54562","5041","0","16.7437122","62.7923202"
"6/17/2020","Sudan","8020","487","2966","29.9404723","15.9903543"
"6/17/2020","Saudi Arabia","141234","1091","91662","44.5368704","24.1224547"
"6/17/2020","Seychelles","11","0","11","55.47602","-4.6609782"
"6/17/2020","Rwanda","639","2","347","29.9198911","-1.990332"
"6/17/2020","Russia","552549","7468","303800","96.6865735","61.9805217"
"6/17/2020","Republic of Serbia","12522","257","11697","20.7895812","44.2215031"
"6/17/2020","Romania","22760","1451","16117","24.9729329","45.8524294"
"6/17/2020","Qatar","83174","82","62172","51.1847851","25.3060094"
"6/17/2020","RÃ©union","497","1","460","#N/A","#N/A"
"6/17/2020","Paraguay","1308","13","711","-58.4001408","-23.228239"
"6/17/2020","Portugal","37672","1523","23580","-8.5010551","39.5955025"
"6/17/2020","Palestine","555","3","415","#N/A","#N/A"
"6/17/2020","Poland","30701","1286","14921","19.3901184","52.1275954"
"6/17/2020","Pakistan","160118","3093","59215","69.3395803","29.9497522"
"6/17/2020","Philippines","27238","1108","6820","122.8839215","11.7753974"
"6/17/2020","Papouasie-Nouvelle-Guinea","8","0","8","#N/A","#N/A"
"6/17/2020","Peru","240908","7257","128622","-74.3824289","-9.1528028"
"6/17/2020","PolynÃ©sie FranÃ§aise","60","0","60","#N/A","#N/A"
"6/17/2020","Oman","26079","116","11797","56.0916597","20.6051541"
"6/17/2020","Panama","22597","470","13774","-80.1191515","8.5175119"
"6/17/2020","New Zealand","1507","22","1482","171.4849539","-41.8111283"
"6/17/2020","Nepal","7177","20","1167","83.9158367","28.2489136"
"6/17/2020","Norway","8692","243","8138","15.3483297","68.7501441"
"6/17/2020","Netherlands","49412","6093","186","5.2814735","52.100808"
"6/17/2020","Nicaragua","1823","64","1238","-85.0305289","12.8470963"
"6/17/2020","Nigeria","17735","469","5967","8.0894424","9.5941181"
"6/17/2020","Niger","1020","67","893","9.3854645","17.419126"
"6/17/2020","Nouvelle-CalÃ©donie","21","0","21","#N/A","#N/A"
"6/17/2020","Namibia","36","0","19","17.2096277","-22.1303079"
"6/17/2020","Mozambique","651","4","160","35.5336735","-17.273819"
"6/17/2020","Malaysia","8515","121","7873","109.6976155","3.7898726"
"6/17/2020","Mexico","159793","19080","118504","-102.5234504","23.9475393"
"6/17/2020","Malawi","572","6","73","34.2893585","-13.2180697"
"6/17/2020","Maldives","2120","8","1677","73.4571108","3.7285473"
"6/17/2020","Mauritius","337","10","325","57.5712076","-20.2777156"
"6/17/2020","Malta","662","9","610","14.4052204","35.9215132"
"6/17/2020","Mauritania","2223","95","427","-10.3477974","20.2573693"
"6/17/2020","Martinique","202","14","98","#N/A","#N/A"
"6/17/2020","Mongolia","201","0","127","103.0529965","46.8268143"
"6/17/2020","Macao","45","0","45","#N/A","#N/A"
"6/17/2020","Birmanie","262","6","185","#N/A","#N/A"
"6/17/2020","Mali","1890","107","1168","-3.5426879","17.3458146"
"6/17/2020","Macedonia","4482","210","1803","21.6821134","41.5953106"
"6/17/2020","Madagascar","1378","12","450","46.7047375","-19.371896"
"6/17/2020","Montenegro","333","9","315","19.2388382","42.7889115"
"6/17/2020","Saint Martin","42","3","36","-63.0597162","18.0888933"
"6/17/2020","Moldova","12732","433","7077","28.4567374","47.1949932"
"6/17/2020","Monaco","99","4","94","7.4062805","43.7527611"
"6/17/2020","Morocco","8997","213","7993","-8.4561605","29.8376279"
"6/17/2020","Libya","500","10","78","18.0086578","27.0309425"
"6/17/2020","Latvia","1104","30","875","24.9123704","56.8508531"
"6/17/2020","Luxembourg","4085","110","3935","6.0718268","49.7672469"
"6/17/2020","Lithuania","1778","76","1447","23.8872004","55.3261108"
"6/17/2020","Lesotho","4","0","2","28.2272277","-29.5800467"
"6/17/2020","Liberia","516","33","240","-9.3220778","6.4527827"
"6/17/2020","Sri Lanka","1924","11","1397","80.7010779","7.6126631"
"6/17/2020","Liechtenstein","82","1","55","9.5357359","47.1366545"
"6/17/2020","Sainte Lucia","19","0","18","#N/A","#N/A"
"6/17/2020","Lebanon","1489","32","907","35.8801633","33.9230699"
"6/17/2020","Laos","19","0","19","103.7377213","18.5021797"
"6/17/2020","Kazakhstan","15877","97","9920","67.2914966","48.1568795"
"6/17/2020","kuwait","37533","306","28896","47.5869936","29.3343168"
"6/17/2020","South Korea","12257","280","10800","127.8391693","36.3852463"
"6/17/2020","Comoros","197","3","127","43.682381","-11.8777757"
"6/17/2020","Saint Kitts andNevis","15","0","15","#N/A","#N/A"
"6/17/2020","Cambodia","128","0","126","104.9069431","12.7200493"
"6/17/2020","Kyrgyzstan","2657","31","1933","74.5416555","41.4622179"
"6/17/2020","Kenya","4044","107","1353","37.7959444","0.5998746"
"6/17/2020","Japan","17530","935","15753","138.0308921","37.5923006"
"6/17/2020","Jamaica","626","10","451","-77.3148256","18.1569548"
"6/17/2020","Jordan","987","9","693","36.7713725","31.2457939"
"6/17/2020","Italiy","237828","34448","179455","#N/A","#N/A"
"6/17/2020","Iceland","1815","10","1797","-18.5739709","64.9957526"
"6/17/2020","Iran","195051","9185","154812","54.2740707","32.5750329"
"6/17/2020","Iraq","24254","773","10770","43.743532","33.0397051"
"6/17/2020","India","366946","12237","194325","79.6119736","22.8857804"
"6/17/2020","Israel","19783","303","15459","35.00445","31.4611019"
"6/17/2020","Irland","25341","1710","22698","#N/A","#N/A"
"6/17/2020","Indonesia","41431","2276","16243","117.2400976","-2.2150502"
