"Date","Pays","Infections","Deces","Guerisons","long","lat"
"7/14/2020","Andorra","858","52","803","1.5605337","42.5422917"
"7/14/2020","United Arab Emirates","55198","334","45513","54.3001574","23.9052718"
"7/14/2020","Afghanistan","34740","1048","21454","66.0047311","33.8352322"
"7/14/2020","Antigua and Barbuda","74","3","57","-61.7946956","17.2775426"
"7/14/2020","Albania","3667","97","2062","20.0498303","41.1424513"
"7/14/2020","Armenia","32490","581","20729","44.9299343","40.2895221"
"7/14/2020","Angola","525","26","118","17.5373615","-12.2933611"
"7/14/2020","Argentina","103265","1926","45467","-65.1798088","-35.3813535"
"7/14/2020","Austria","19021","709","17073","14.1264781","47.5854985"
"7/14/2020","Australia","10251","110","7835","134.4909988","-25.7328874"
"7/14/2020","Azerbaijan","24570","313","15640","47.5459965","40.2882767"
"7/14/2020","Bosnia and Herzegovina","6981","226","3179","17.7687659","44.1744991"
"7/14/2020","Barbados","103","7","90","-59.559802","13.1814537"
"7/14/2020","Bangladesh","190057","2424","103227","90.2381279","23.8673041"
"7/14/2020","Belgium","62781","9787","17223","4.6406457","50.6398144"
"7/14/2020","Burkina Faso","1037","53","873","-1.7545684","12.2695368"
"7/14/2020","Bulgaria","7411","276","3517","25.2155233","42.7688999"
"7/14/2020","Bahrain","33476","109","29099","50.5419776","26.0420085"
"7/14/2020","Burundi","269","1","207","29.8751201","-3.3593926"
"7/14/2020","Benin","1378","26","557","2.3278453","9.6417533"
"7/14/2020","Bolivia","49250","1866","15294","-64.6853892","-16.7081454"
"7/14/2020","Bhutan","84","0","78","90.401895","27.4110619"
"7/14/2020","Botswana","399","1","38","23.7985373","-22.1840203"
"7/14/2020","Belarus","65269","474","55799","28.0320871","53.5313115"
"7/14/2020","Belize","37","2","20","-88.7101023","17.2002747"
"7/14/2020","Canada","110058","8836","73420","-98.3077572","61.3620683"
"7/14/2020","Democratic Republic of the Congo","8135","190","3948","23.6439564","-2.8774601"
"7/14/2020","Central African Republic","4321","53","1208","20.4682636","6.56823"
"7/14/2020","Republic of the Congo","2028","47","589","15.2196572","-0.8378817"
"7/14/2020","Suiss","33016","1968","29600","#N/A","#N/A"
"7/14/2020","Ivory Coast","12872","84","6810","-5.569216","7.6284287"
"7/14/2020","Chile","317657","7024","286556","-71.3825588","-37.7306975"
"7/14/2020","Cameroon","15173","359","11928","12.7396427","5.691103"
"7/14/2020","China","85117","4641","79907","103.8190738","36.561768"
"7/14/2020","Colombia","150445","5634","63451","-73.0811494","3.9138316"
"7/14/2020","Costa Rica","8036","34","2304","-84.1920879","9.9763424"
"7/14/2020","Cuba","2432","87","2275","-79.0160691","21.6229002"
"7/14/2020","Cape Verde","1722","19","772","-23.9599097","15.9551882"
"7/14/2020","Cyprus","1023","19","839","33.0060036","34.9166693"
"7/14/2020","Czech Republic","13238","353","8373","15.3124007","49.7334107"
"7/14/2020","Germany","200456","9077","185100","10.3857769","51.106979"
"7/14/2020","Djibouti","4979","56","4743","42.5606768","11.7487205"
"7/14/2020","Denemark","13262","610","12361","#N/A","#N/A"
"7/14/2020","Dominica","18","0","18","-61.3577312","15.4394721"
"7/14/2020","Dominican Republic","46305","910","23134","-70.5056909","18.8943308"
"7/14/2020","Algeria","19689","1018","14019","2.617321","28.1589384"
"7/14/2020","Ecuador","68459","5063","30369","-78.7520357","-1.4238195"
"7/14/2020","Estonia","2015","69","1897","25.5424855","58.6719242"
"7/14/2020","Egypt","83001","3935","24975","29.8618993","26.4959311"
"7/14/2020","Sahara Occidental","10","1","8","#N/A","#N/A"
"7/14/2020","Eritrea","232","0","107","38.8461544","15.3618688"
"7/14/2020","Spain","256619","28409","150376","-3.6475487","40.2444863"
"7/14/2020","Ethiopia","7766","128","2430","39.6008014","8.6227842"
"7/14/2020","Finland","7301","329","6800","26.2746702","64.4988484"
"7/14/2020","Fiji","26","0","18","165.4505548","-17.4285609"
"7/14/2020","France","211633","30029","78388","2.5361847","46.1870058"
"7/14/2020","Gabon","6026","46","3475","11.7886301","-0.5866033"
"7/14/2020","United kingdom","291691","44915","1384","-2.8656336","54.1238716"
"7/14/2020","Grenada","23","0","23","-61.6821942","12.1172555"
"7/14/2020","Georgia","999","15","870","43.50779","42.1685594"
"7/14/2020","Ghana","24988","139","21067","-1.216769","7.9534512"
"7/14/2020","Gambia","64","3","34","-15.3960181","13.4496538"
"7/14/2020","Guinea","6141","37","4862","-10.9406638","10.4362159"
"7/14/2020","Equatorial Guinea","3071","51","842","10.341389","1.7055404"
"7/14/2020","Greece","3826","193","1374","22.9555621","39.0746697"
"7/14/2020","Guatemala","29742","1244","4321","-90.3648229","15.6940416"
"7/14/2020","Guinea Bissau","1842","26","773","-14.9497294","12.0474445"
"7/14/2020","Guyana","300","17","155","-58.982026","4.7937805"
"7/14/2020","Honduras","28579","789","3123","-86.6151685","14.8268823"
"7/14/2020","Croatia","3827","120","2558","16.4041308","45.0804728"
"7/14/2020","Haiti","6727","141","3022","-72.6852736","18.9350096"
"7/14/2020","Hungary","4258","595","3106","19.3955938","47.1627771"
"7/14/2020","Indonesia","78572","3710","37636","117.2400976","-2.2150502"
"7/14/2020","Irland","25638","1746","23364","#N/A","#N/A"
"7/14/2020","Israel","41235","368","19474","35.00445","31.4611019"
"7/14/2020","India","906752","23727","571460","79.6119736","22.8857804"
"7/14/2020","Iraq","81757","3345","50782","43.743532","33.0397051"
"7/14/2020","Iran","262173","13211","225270","54.2740707","32.5750329"
"7/14/2020","Iceland","1905","10","1882","-18.5739709","64.9957526"
"7/14/2020","Italiy","243344","34984","195441","#N/A","#N/A"
"7/14/2020","Jamaica","759","10","628","-77.3148256","18.1569548"
"7/14/2020","Jordan","1183","10","1008","36.7713725","31.2457939"
"7/14/2020","Japan","22431","984","18126","138.0308921","37.5923006"
"7/14/2020","Kenya","10791","202","3017","37.7959444","0.5998746"
"7/14/2020","Kyrgyzstan","11444","149","3538","74.5416555","41.4622179"
"7/14/2020","Cambodia","165","0","133","104.9069431","12.7200493"
"7/14/2020","Comoros","317","7","296","43.682381","-11.8777757"
"7/14/2020","Saint Kitts andNevis","17","0","15","#N/A","#N/A"
"7/14/2020","South Korea","13512","289","12282","127.8391693","36.3852463"
"7/14/2020","kuwait","56174","396","46161","47.5869936","29.3343168"
"7/14/2020","Kazakhstan","61755","375","35911","67.2914966","48.1568795"
"7/14/2020","Laos","19","0","19","103.7377213","18.5021797"
"7/14/2020","Lebanon","2419","36","1423","35.8801633","33.9230699"
"7/14/2020","Sainte Lucia","22","0","19","#N/A","#N/A"
"7/14/2020","Liechtenstein","84","1","81","9.5357359","47.1366545"
"7/14/2020","Sri Lanka","2661","11","1988","80.7010779","7.6126631"
"7/14/2020","Liberia","1024","51","439","-9.3220778","6.4527827"
"7/14/2020","Lesotho","256","3","48","28.2272277","-29.5800467"
"7/14/2020","Lithuania","1875","79","1571","23.8872004","55.3261108"
"7/14/2020","Luxembourg","4956","111","4183","6.0718268","49.7672469"
"7/14/2020","Latvia","1174","31","1022","24.9123704","56.8508531"
"7/14/2020","Libya","1512","40","367","18.0086578","27.0309425"
"7/14/2020","Morocco","16047","256","13403","-8.4561605","29.8376279"
"7/14/2020","Monaco","109","4","97","7.4062805","43.7527611"
"7/14/2020","Moldova","19439","652","13033","28.4567374","47.1949932"
"7/14/2020","Montenegro","1287","24","330","19.2388382","42.7889115"
"7/14/2020","Madagascar","5343","39","2646","46.7047375","-19.371896"
"7/14/2020","Macedonia","8332","389","4468","21.6821134","41.5953106"
"7/14/2020","Mali","2423","121","1748","-3.5426879","17.3458146"
"7/14/2020","Birmanie","337","6","261","#N/A","#N/A"
"7/14/2020","Mongolia","243","0","204","103.0529965","46.8268143"
"7/14/2020","Mauritania","5446","147","2501","-10.3477974","20.2573693"
"7/14/2020","Malta","674","9","660","14.4052204","35.9215132"
"7/14/2020","Mauritius","342","10","330","57.5712076","-20.2777156"
"7/14/2020","Maldives","2762","13","2290","73.4571108","3.7285473"
"7/14/2020","Malawi","2430","39","747","34.2893585","-13.2180697"
"7/14/2020","Mexico","304435","35491","240101","-102.5234504","23.9475393"
"7/14/2020","Malaysia","8729","122","8524","109.6976155","3.7898726"
"7/14/2020","Mozambique","1268","9","373","35.5336735","-17.273819"
"7/14/2020","Namibia","864","2","29","17.2096277","-22.1303079"
"7/14/2020","Niger","1099","68","992","9.3854645","17.419126"
"7/14/2020","Nigeria","33153","744","13671","8.0894424","9.5941181"
"7/14/2020","Nicaragua","2846","91","1993","-85.0305289","12.8470963"
"7/14/2020","Netherlands","51361","6154","193","5.2814735","52.100808"
"7/14/2020","Norway","8988","253","8138","15.3483297","68.7501441"
"7/14/2020","Nepal","17061","38","10328","83.9158367","28.2489136"
"7/14/2020","New Zealand","1545","22","1498","171.4849539","-41.8111283"
"7/14/2020","Oman","59568","273","37987","56.0916597","20.6051541"
"7/14/2020","Panama","47173","932","23919","-80.1191515","8.5175119"
"7/14/2020","Peru","330123","12054","221008","-74.3824289","-9.1528028"
"7/14/2020","Papouasie-Nouvelle-Guinea","11","0","8","#N/A","#N/A"
"7/14/2020","Philippines","57545","1603","20459","122.8839215","11.7753974"
"7/14/2020","Pakistan","253604","5320","170656","69.3395803","29.9497522"
"7/14/2020","Poland","38457","1588","27756","19.3901184","52.1275954"
"7/14/2020","Palestine","6764","44","1084","#N/A","#N/A"
"7/14/2020","Portugal","47051","1668","31550","-8.5010551","39.5955025"
"7/14/2020","Paraguay","2980","25","1293","-58.4001408","-23.228239"
"7/14/2020","Qatar","104533","150","101160","51.1847851","25.3060094"
"7/14/2020","Romania","33585","1931","21803","24.9729329","45.8524294"
"7/14/2020","Republic of Serbia","18983","418","13991","20.7895812","44.2215031"
"7/14/2020","Russia","738787","11597","511958","96.6865735","61.9805217"
"7/14/2020","Rwanda","1378","4","710","29.9198911","-1.990332"
"7/14/2020","Saudi Arabia","237803","2283","177560","44.5368704","24.1224547"
"7/14/2020","Seychelles","100","0","11","55.47602","-4.6609782"
"7/14/2020","Sudan","10316","657","5403","29.9404723","15.9903543"
"7/14/2020","Sweden","76001","5545","0","16.7437122","62.7923202"
"7/14/2020","Singapore","46630","27","42737","103.8172532","1.3587707"
"7/14/2020","Slovenia","1859","111","1488","14.8044464","46.1155544"
"7/14/2020","Slovakia","1908","28","1493","19.4790521","48.7054718"
"7/14/2020","Sierra Leone","1642","63","1175","-11.7927121","8.5632907"
"7/14/2020","San Marino","699","42","656","12.4592303","43.9418694"
"7/14/2020","Senegal","8243","150","5580","-14.473489","14.3662438"
"7/14/2020","Somalia","3072","93","1343","45.7071624","4.7506519"
"7/14/2020","Suriname","780","18","526","-55.9123483","4.1305538"
"7/14/2020","South Sudan","2148","41","333","30.2479006","7.3087758"
"7/14/2020","Sao Tome and Principe","732","14","286","6.7242964","0.4439085"
"7/14/2020","El Salvador","10303","278","5919","-88.8716446","13.7394401"
"7/14/2020","Syria","439","21","138","38.5078794","35.0254725"
"7/14/2020","Eswatini","1389","20","688","#N/A","#N/A"
"7/14/2020","Tchad","880","75","792","#N/A","#N/A"
"7/14/2020","Togo","721","15","517","0.9623212","8.525298"
"7/14/2020","Thailand","3227","58","3091","101.0028835","15.1181635"
"7/14/2020","Tajikistan","6596","55","5278","71.0136331","38.5304512"
"7/14/2020","East Timor","24","0","24","125.8443864","-8.8288854"
"7/14/2020","Tunisia","1302","50","1082","9.5528829","34.1195666"
"7/14/2020","Turkey","214001","5382","195671","35.1689553","39.0616034"
"7/14/2020","Trinidad and Tobago","133","8","124","-61.265658","10.4573576"
"7/14/2020","Taiwan","451","7","438","120.9542726","23.7540034"
"7/14/2020","Tanzania","509","21","183","#N/A","#N/A"
"7/14/2020","Ukraine","55931","1429","28021","31.3832579","48.9965678"
"7/14/2020","Uganda","1040","0","984","32.3690754","1.2746902"
"7/14/2020","Unites States Of America","3374654","135802","1031939","#N/A","#N/A"
"7/14/2020","Uruguay","989","31","903","-56.018068","-32.7995198"
"7/14/2020","Uzbekistan","13993","65","8074","63.140018","41.7555408"
"7/14/2020","Vatican","12","0","12","12.4338626","41.901741"
"7/14/2020","Saint Vincent and the Grenadines","35","0","29","-61.2012944","13.2247184"
"7/14/2020","Venezuela","9707","93","2671","-66.1818409","7.124224"
"7/14/2020","Vietnam","373","0","352","106.2991386","16.6460145"
"7/14/2020","Kosovo","5118","108","2370","20.8724961","42.5707842"
"7/14/2020","Yemen","1498","424","675","47.5867601","15.9092765"
"7/14/2020","South Africa","287796","4172","138241","25.0838838","-29.0003377"
"7/14/2020","Zambia","1895","42","1412","27.7747508","-13.4582454"
"7/14/2020","Zimbabwe","1034","19","343","29.8514503","-19.0042059"
"7/13/2020","Zimbabwe","1034","19","343","29.8514503","-19.0042059"
"7/13/2020","Zambia","1895","42","1412","27.7747508","-13.4582454"
"7/13/2020","South Africa","287796","4172","138241","25.0838838","-29.0003377"
"7/13/2020","Yemen","1498","424","675","47.5867601","15.9092765"
"7/13/2020","Mayotte","2724","37","2480","#N/A","#N/A"
"7/13/2020","Kosovo","5118","108","2370","20.8724961","42.5707842"
"7/13/2020","Vietnam","373","0","352","106.2991386","16.6460145"
"7/13/2020","Venezuela","9707","93","2671","-66.1818409","7.124224"
"7/13/2020","Saint Vincent and the Grenadines","35","0","29","-61.2012944","13.2247184"
"7/13/2020","Vatican","12","0","12","12.4338626","41.901741"
"7/13/2020","Uzbekistan","13591","64","8030","63.140018","41.7555408"
"7/13/2020","Uruguay","989","31","903","-56.018068","-32.7995198"
"7/13/2020","Unites States Of America","3363056","135605","1031939","#N/A","#N/A"
"7/13/2020","Uganda","1029","0","977","32.3690754","1.2746902"
"7/13/2020","Ukraine","55285","1415","27356","31.3832579","48.9965678"
"7/13/2020","Tanzania","509","21","183","#N/A","#N/A"
"7/13/2020","Taiwan","451","7","438","120.9542726","23.7540034"
"7/13/2020","Trinidad and Tobago","133","8","124","-61.265658","10.4573576"
"7/13/2020","Turkey","214001","5382","195671","35.1689553","39.0616034"
"7/13/2020","Tunisia","1302","50","1082","9.5528829","34.1195666"
"7/13/2020","East Timor","24","0","24","125.8443864","-8.8288854"
"7/13/2020","Tajikistan","6596","55","5278","71.0136331","38.5304512"
"7/13/2020","Thailand","3220","58","3090","101.0028835","15.1181635"
"7/13/2020","Togo","721","15","517","0.9623212","8.525298"
"7/13/2020","Tchad","880","75","792","#N/A","#N/A"
"7/13/2020","Eswatini","1389","20","688","#N/A","#N/A"
"7/13/2020","Syria","417","19","136","38.5078794","35.0254725"
"7/13/2020","Sao Tome and Principe","732","14","286","6.7242964","0.4439085"
"7/13/2020","El Salvador","9978","267","5732","-88.8716446","13.7394401"
"7/13/2020","South Sudan","2148","41","333","30.2479006","7.3087758"
"7/13/2020","Suriname","780","18","526","-55.9123483","4.1305538"
"7/13/2020","Somalia","3072","93","1343","45.7071624","4.7506519"
"7/13/2020","Senegal","8198","150","5514","-14.473489","14.3662438"
"7/13/2020","San Marino","699","42","656","12.4592303","43.9418694"
"7/13/2020","Sierra Leone","1642","63","1175","-11.7927121","8.5632907"
"7/13/2020","Slovakia","1902","28","1493","19.4790521","48.7054718"
"7/13/2020","Slovenia","1849","111","1473","14.8044464","46.1155544"
"7/13/2020","Singapore","46283","26","42541","103.8172532","1.3587707"
"7/13/2020","Sweden","75826","5536","0","16.7437122","62.7923202"
"7/13/2020","Sudan","10316","657","5403","29.9404723","15.9903543"
"7/13/2020","Seychelles","100","0","11","55.47602","-4.6609782"
"7/13/2020","Saudi Arabia","235111","2243","169842","44.5368704","24.1224547"
"7/13/2020","Rwanda","1378","4","710","29.9198911","-1.990332"
"7/13/2020","Russia","732547","11422","503168","96.6865735","61.9805217"
"7/13/2020","Republic of Serbia","18639","405","13940","20.7895812","44.2215031"
"7/13/2020","Romania","32948","1901","21692","24.9729329","45.8524294"
"7/13/2020","Qatar","104016","149","100627","51.1847851","25.3060094"
"7/13/2020","R̩union","596","3","472","#N/A","#N/A"
"7/13/2020","Paraguay","2980","25","1293","-58.4001408","-23.228239"
"7/13/2020","Portugal","46818","1662","31065","-8.5010551","39.5955025"
"7/13/2020","Palestine","6566","39","1084","#N/A","#N/A"
"7/13/2020","Poland","38190","1576","27515","19.3901184","52.1275954"
"7/13/2020","Pakistan","253604","5320","170656","69.3395803","29.9497522"
"7/13/2020","Philippines","57006","1599","20371","122.8839215","11.7753974"
"7/13/2020","Papouasie-Nouvelle-Guinea","11","0","8","#N/A","#N/A"
"7/13/2020","Peru","330123","12054","221008","-74.3824289","-9.1528028"
"7/13/2020","Panama","47173","932","23919","-80.1191515","8.5175119"
"7/13/2020","Oman","58179","259","37257","56.0916597","20.6051541"
"7/13/2020","New Zealand","1545","22","1498","171.4849539","-41.8111283"
"7/13/2020","Nepal","16945","38","10294","83.9158367","28.2489136"
"7/13/2020","Norway","8984","253","8138","15.3483297","68.7501441"
"7/13/2020","Netherlands","51308","6156","193","5.2814735","52.100808"
"7/13/2020","Nicaragua","2846","91","1993","-85.0305289","12.8470963"
"7/13/2020","Nigeria","33153","744","13671","8.0894424","9.5941181"
"7/13/2020","Niger","1099","68","992","9.3854645","17.419126"
"7/13/2020","Namibia","861","1","28","17.2096277","-22.1303079"
"7/13/2020","Mozambique","1219","9","369","35.5336735","-17.273819"
"7/13/2020","Malaysia","8725","122","8520","109.6976155","3.7898726"
"7/13/2020","Mexico","304435","35491","240101","-102.5234504","23.9475393"
"7/13/2020","Malawi","2430","39","747","34.2893585","-13.2180697"
"7/13/2020","Maldives","2762","13","2290","73.4571108","3.7285473"
"7/13/2020","Mauritius","342","10","330","57.5712076","-20.2777156"
"7/13/2020","Malta","674","9","660","14.4052204","35.9215132"
"7/13/2020","Mauritania","5446","147","2501","-10.3477974","20.2573693"
"7/13/2020","Martinique","255","15","98","#N/A","#N/A"
"7/13/2020","Mongolia","243","0","204","103.0529965","46.8268143"
"7/13/2020","Macao","46","0","45","#N/A","#N/A"
"7/13/2020","Birmanie","336","6","261","#N/A","#N/A"
"7/13/2020","Mali","2412","121","1730","-3.5426879","17.3458146"
"7/13/2020","Macedonia","8197","385","4326","21.6821134","41.5953106"
"7/13/2020","Madagascar","5080","37","2494","46.7047375","-19.371896"
"7/13/2020","Montenegro","1287","24","330","19.2388382","42.7889115"
"7/13/2020","Saint Martin","43","3","37","-63.0597162","18.0888933"
"7/13/2020","Moldova","19439","649","12793","28.4567374","47.1949932"
"7/13/2020","Monaco","109","4","97","7.4062805","43.7527611"
"7/13/2020","Morocco","15936","255","12934","-8.4561605","29.8376279"
"7/13/2020","Libya","1512","40","367","18.0086578","27.0309425"
"7/13/2020","Latvia","1174","31","1019","24.9123704","56.8508531"
"7/13/2020","Luxembourg","4956","111","4183","6.0718268","49.7672469"
"7/13/2020","Lithuania","1874","79","1571","23.8872004","55.3261108"
"7/13/2020","Lesotho","245","3","33","28.2272277","-29.5800467"
"7/13/2020","Liberia","1024","51","439","-9.3220778","6.4527827"
"7/13/2020","Sri Lanka","2646","11","1981","80.7010779","7.6126631"
"7/13/2020","Liechtenstein","84","1","81","9.5357359","47.1366545"
"7/13/2020","Sainte Lucia","22","0","19","#N/A","#N/A"
"7/13/2020","Lebanon","2419","36","1423","35.8801633","33.9230699"
"7/13/2020","Laos","19","0","19","103.7377213","18.5021797"
"7/13/2020","Kazakhstan","61755","375","35911","67.2914966","48.1568795"
"7/13/2020","kuwait","55508","393","45356","47.5869936","29.3343168"
"7/13/2020","South Korea","13512","289","12282","127.8391693","36.3852463"
"7/13/2020","Saint Kitts andNevis","17","0","15","#N/A","#N/A"
"7/13/2020","Comoros","317","7","296","43.682381","-11.8777757"
"7/13/2020","Cambodia","165","0","133","104.9069431","12.7200493"
"7/13/2020","Kyrgyzstan","11444","149","3538","74.5416555","41.4622179"
"7/13/2020","Kenya","10294","197","2946","37.7959444","0.5998746"
"7/13/2020","Japan","22125","984","18058","138.0308921","37.5923006"
"7/13/2020","Jordan","1183","10","1008","36.7713725","31.2457939"
"7/13/2020","Jamaica","759","10","628","-77.3148256","18.1569548"
"7/13/2020","Italiy","243230","34967","195106","#N/A","#N/A"
"7/13/2020","Iceland","1900","10","1871","-18.5739709","64.9957526"
"7/13/2020","Iran","259652","13032","222539","54.2740707","32.5750329"
"7/13/2020","Iraq","79735","3250","46998","43.743532","33.0397051"
"7/13/2020","India","906752","23727","571460","79.6119736","22.8857804"
"7/13/2020","Israel","40632","365","19395","35.00445","31.4611019"
"7/13/2020","Irland","25638","1746","23364","#N/A","#N/A"
"7/13/2020","Indonesia","76981","3656","36689","117.2400976","-2.2150502"
"7/13/2020","Hungary","4247","595","3073","19.3955938","47.1627771"
"7/13/2020","Haiti","6727","141","3022","-72.6852736","18.9350096"
"7/13/2020","Croatia","3775","119","2514","16.4041308","45.0804728"
"7/13/2020","Honduras","28579","789","3123","-86.6151685","14.8268823"
"7/13/2020","Hong-Kong","1469","7","1214","#N/A","#N/A"
"7/13/2020","Guyana","300","17","155","-58.982026","4.7937805"
"7/13/2020","Guinea Bissau","1842","26","773","-14.9497294","12.0474445"
"7/13/2020","Guatemala","29742","1244","4321","-90.3648229","15.6940416"
"7/13/2020","Greece","3826","193","1374","22.9555621","39.0746697"
"7/13/2020","Equatorial Guinea","3071","51","842","10.341389","1.7055404"
"7/13/2020","Guadeloupe","190","14","157","#N/A","#N/A"
"7/13/2020","Guinea","6141","37","4862","-10.9406638","10.4362159"
"7/13/2020","Gambia","64","3","34","-15.3960181","13.4496538"
"7/13/2020","Ghana","24988","139","21067","-1.216769","7.9534512"
"7/13/2020","Gibraltar","180","0","179","#N/A","#N/A"
"7/13/2020","Georgia","995","15","857","43.50779","42.1685594"
"7/13/2020","Grenada","23","0","23","-61.6821942","12.1172555"
"7/13/2020","United kingdom","291511","44915","1205","-2.8656336","54.1238716"
"7/13/2020","Gabon","6026","46","3475","11.7886301","-0.5866033"
"7/13/2020","France","211633","30029","78388","2.5361847","46.1870058"
"7/13/2020","Fiji","26","0","18","165.4505548","-17.4285609"
"7/13/2020","Finland","7295","329","6800","26.2746702","64.4988484"
"7/13/2020","Ethiopia","7766","128","2430","39.6008014","8.6227842"
"7/13/2020","Spain","255953","28406","150376","-3.6475487","40.2444863"
"7/13/2020","Eritrea","232","0","107","38.8461544","15.3618688"
"7/13/2020","Sahara Occidental","10","1","8","#N/A","#N/A"
"7/13/2020","Egypt","83001","3935","24975","29.8618993","26.4959311"
"7/13/2020","Estonia","2014","69","1895","25.5424855","58.6719242"
"7/13/2020","Ecuador","68459","5063","30369","-78.7520357","-1.4238195"
"7/13/2020","Algeria","19689","1018","14019","2.617321","28.1589384"
"7/13/2020","Dominican Republic","45506","903","22441","-70.5056909","18.8943308"
"7/13/2020","Dominica","18","0","18","-61.3577312","15.4394721"
"7/13/2020","Denemark","13050","610","12143","#N/A","#N/A"
"7/13/2020","Djibouti","4977","56","4729","42.5606768","11.7487205"
"7/13/2020","Germany","200180","9074","185100","10.3857769","51.106979"
"7/13/2020","Czech Republic","13238","353","8373","15.3124007","49.7334107"
"7/13/2020","Cyprus","1022","19","839","33.0060036","34.9166693"
"7/13/2020","Cape Verde","1698","19","748","-23.9599097","15.9551882"
"7/13/2020","Cuba","2428","87","2268","-79.0160691","21.6229002"
"7/13/2020","Costa Rica","8036","34","2304","-84.1920879","9.9763424"
"7/13/2020","Colombia","150445","5634","63451","-73.0811494","3.9138316"
"7/13/2020","China","83602","4634","78648","103.8190738","36.561768"
"7/13/2020","Cameroon","15173","359","11928","12.7396427","5.691103"
"7/13/2020","Chile","317657","7024","286556","-71.3825588","-37.7306975"
"7/13/2020","Ivory Coast","12872","84","6810","-5.569216","7.6284287"
"7/13/2020","Suiss","32946","1968","29600","#N/A","#N/A"
"7/13/2020","Republic of the Congo","2028","47","589","15.2196572","-0.8378817"
"7/13/2020","Central African Republic","4321","53","1208","20.4682636","6.56823"
"7/13/2020","Democratic Republic of the Congo","8075","190","3620","23.6439564","-2.8774601"
"7/13/2020","Canada","109984","8836","73381","-98.3077572","61.3620683"
"7/13/2020","Belize","37","2","20","-88.7101023","17.2002747"
"7/13/2020","Belarus","65114","468","55492","28.0320871","53.5313115"
"7/13/2020","Botswana","399","1","38","23.7985373","-22.1840203"
"7/13/2020","Bhutan","84","0","76","90.401895","27.4110619"
"7/13/2020","Bahamas","113","11","91","#N/A","#N/A"
"7/13/2020","Brasil","1884967","72833","1291251","#N/A","#N/A"
"7/13/2020","Bolivia","49250","1866","15294","-64.6853892","-16.7081454"
"7/13/2020","Brunei Darussalam","141","3","138","#N/A","#N/A"
"7/13/2020","Benin","1378","26","557","2.3278453","9.6417533"
"7/13/2020","Burundi","269","1","207","29.8751201","-3.3593926"
"7/13/2020","Bahrain","33476","109","29099","50.5419776","26.0420085"
"7/13/2020","Bulgaria","7411","276","3517","25.2155233","42.7688999"
"7/13/2020","Burkina Faso","1036","53","869","-1.7545684","12.2695368"
"7/13/2020","Belgium","62707","9782","17196","4.6406457","50.6398144"
"7/13/2020","Bangladesh","186894","2391","98317","90.2381279","23.8673041"
"7/13/2020","Barbados","103","7","90","-59.559802","13.1814537"
"7/13/2020","Bosnia and Herzegovina","6981","226","3179","17.7687659","44.1744991"
"7/13/2020","Azerbaijan","24570","313","15640","47.5459965","40.2882767"
"7/13/2020","Australia","10251","108","7835","134.4909988","-25.7328874"
"7/13/2020","Austria","18948","708","17000","14.1264781","47.5854985"
"7/13/2020","Argentina","103265","1903","44173","-65.1798088","-35.3813535"
"7/13/2020","Angola","525","26","118","17.5373615","-12.2933611"
"7/13/2020","Armenia","32151","573","19865","44.9299343","40.2895221"
"7/13/2020","Albania","3571","95","2014","20.0498303","41.1424513"
"7/13/2020","Antigua and Barbuda","74","3","57","-61.7946956","17.2775426"
"7/13/2020","Afghanistan","34455","1012","21254","66.0047311","33.8352322"
"7/13/2020","United Arab Emirates","55198","334","45513","54.3001574","23.9052718"
"7/13/2020","Andorra","858","52","803","1.5605337","42.5422917"
"7/12/2020","Andorra","855","52","803","1.5605337","42.5422917"
"7/12/2020","United Arab Emirates","54854","333","45140","54.3001574","23.9052718"
"7/12/2020","Afghanistan","34451","1010","21216","66.0047311","33.8352322"
"7/12/2020","Antigua and Barbuda","74","3","57","-61.7946956","17.2775426"
"7/12/2020","Albania","3454","93","1946","20.0498303","41.1424513"
"7/12/2020","Armenia","31969","565","19633","44.9299343","40.2895221"
"7/12/2020","Angola","506","26","118","17.5373615","-12.2933611"
"7/12/2020","Argentina","100166","1845","42694","-65.1798088","-35.3813535"
"7/12/2020","Austria","18897","708","16952","14.1264781","47.5854985"
"7/12/2020","Australia","9980","108","7769","134.4909988","-25.7328874"
"7/12/2020","Azerbaijan","24041","306","15093","47.5459965","40.2882767"
"7/12/2020","Bosnia and Herzegovina","6877","221","3115","17.7687659","44.1744991"
"7/12/2020","Barbados","103","7","90","-59.559802","13.1814537"
"7/12/2020","Bangladesh","183795","2352","93614","90.2381279","23.8673041"
"7/12/2020","Belgium","62707","9782","17196","4.6406457","50.6398144"
"7/12/2020","Burkina Faso","1036","53","869","-1.7545684","12.2695368"
"7/12/2020","Bulgaria","7252","268","3319","25.2155233","42.7688999"
"7/12/2020","Bahrain","32941","108","28425","50.5419776","26.0420085"
"7/12/2020","Burundi","191","1","118","29.8751201","-3.3593926"
"7/12/2020","Benin","1378","26","557","2.3278453","9.6417533"
"7/12/2020","Saint Barth̩lemy","6","0","6","#N/A","#N/A"
"7/12/2020","Brunei Darussalam","141","3","138","#N/A","#N/A"
"7/12/2020","Bolivia","48187","1807","14843","-64.6853892","-16.7081454"
"7/12/2020","Brasil","1864681","72100","1264843","#N/A","#N/A"
"7/12/2020","Bahamas","111","11","89","#N/A","#N/A"
"7/12/2020","Bhutan","84","0","76","90.401895","27.4110619"
