"Date","Pays","Infections","Deces","Guerisons","TauxDeces","TauxGuerison","TauxInfection","long","lat"
"6/6/2020","Finland","6964","322","5800","4.62","83.29","12.09","26.2746702","64.4988484"
"6/6/2020","Fiji","18","0","18","0","100","0","165.4505548","-17.4285609"
"6/6/2020","Gabon","3101","21","833","0.68","26.86","72.46","11.7886301","-0.5866033"
"6/6/2020","United kingdom","286119","40548","1075","14.17","0.38","85.45","-2.8656336","54.1238716"
"6/6/2020","Grenada","23","0","22","0","95.65","4.35","-61.6821942","12.1172555"
"6/6/2020","Guyane FranÃ§aise","639","1","348","0.16","54.46","45.38","#N/A","#N/A"
"6/6/2020","Georgia","808","13","663","1.61","82.05","16.34","43.50779","42.1685594"
"6/6/2020","Gibraltar","175","0","155","0","88.57","11.43","#N/A","#N/A"
"6/6/2020","Ghana","9462","44","3547","0.47","37.49","62.05","-1.216769","7.9534512"
"6/6/2020","Gambia","26","1","21","3.85","80.77","15.38","-15.3960181","13.4496538"
"6/6/2020","Guinea","4117","23","2857","0.56","69.4","30.05","-10.9406638","10.4362159"
"6/6/2020","Guadeloupe","164","14","144","8.54","87.8","3.66","#N/A","#N/A"
"6/6/2020","Equatorial Guinea","1306","12","200","0.92","15.31","83.77","10.341389","1.7055404"
"6/6/2020","Greece","2980","180","1374","6.04","46.11","47.85","22.9555621","39.0746697"
"6/6/2020","Guatemala","6792","230","1133","3.39","16.68","79.93","-90.3648229","15.6940416"
"6/6/2020","Guinea Bissau","1368","12","153","0.88","11.18","87.94","-14.9497294","12.0474445"
"6/6/2020","Guyana","154","12","80","7.79","51.95","40.26","-58.982026","4.7937805"
"6/6/2020","Hong-Kong","1105","4","1048","0.36","94.84","4.8","#N/A","#N/A"
"6/6/2020","Honduras","6155","250","697","4.06","11.32","84.61","-86.6151685","14.8268823"
"6/6/2020","Croatia","2247","104","2121","4.63","94.39","0.98","16.4041308","45.0804728"
"6/6/2020","Haiti","3072","50","24","1.63","0.78","97.59","-72.6852736","18.9350096"
"6/6/2020","Hungary","3990","545","2279","13.66","57.12","29.22","19.3955938","47.1627771"
"6/6/2020","Indonesia","30514","1801","9907","5.9","32.47","61.63","117.2400976","-2.2150502"
"6/6/2020","Irland","25183","1678","22698","6.66","90.13","3.2","#N/A","#N/A"
"6/6/2020","Israel","17752","295","15042","1.66","84.73","13.6","35.00445","31.4611019"
"6/6/2020","India","246622","6946","118695","2.82","48.13","49.06","79.6119736","22.8857804"
"6/6/2020","Iraq","11098","318","4904","2.87","44.19","52.95","43.743532","33.0397051"
"6/6/2020","Iran","169425","8209","132038","4.85","77.93","17.22","54.2740707","32.5750329"
"6/6/2020","Iceland","1806","10","1794","0.55","99.34","0.11","-18.5739709","64.9957526"
"6/6/2020","Italiy","234801","33846","165078","14.41","70.31","15.28","#N/A","#N/A"
"6/6/2020","Jordan","795","9","586","1.13","73.71","25.16","36.7713725","31.2457939"
"6/6/2020","Jamaica","596","10","404","1.68","67.79","30.54","-77.3148256","18.1569548"
"6/6/2020","Japan","17000","915","14927","5.38","87.81","6.81","138.0308921","37.5923006"
"6/6/2020","Kenya","2600","83","706","3.19","27.15","69.65","37.7959444","0.5998746"
"6/6/2020","Kyrgyzstan","1974","22","1360","1.11","68.9","29.99","74.5416555","41.4622179"
"6/6/2020","Comoros","141","2","67","1.42","47.52","51.06","43.682381","-11.8777757"
"6/6/2020","Cambodia","125","0","123","0","98.4","1.6","104.9069431","12.7200493"
"6/6/2020","Saint Kitts andNevis","15","0","15","0","100","0","#N/A","#N/A"
"6/6/2020","South Korea","11776","273","10552","2.32","89.61","8.08","127.8391693","36.3852463"
"6/6/2020","kuwait","31131","254","19282","0.82","61.94","37.25","47.5869936","29.3343168"
"6/6/2020","Kazakhstan","12511","53","7135","0.42","57.03","42.55","67.2914966","48.1568795"
"6/6/2020","Laos","19","0","18","0","94.74","5.26","103.7377213","18.5021797"
"6/6/2020","Lebanon","1320","29","768","2.2","58.18","39.62","35.8801633","33.9230699"
"6/6/2020","Sainte Lucia","19","0","18","0","94.74","5.26","#N/A","#N/A"
"6/6/2020","Liechtenstein","82","1","55","1.22","67.07","31.71","9.5357359","47.1366545"
"6/6/2020","Sri Lanka","1814","11","891","0.61","49.12","50.28","80.7010779","7.6126631"
"6/6/2020","Liberia","345","30","185","8.7","53.62","37.68","-9.3220778","6.4527827"
"6/6/2020","Lesotho","4","0","2","0","50","50","28.2272277","-29.5800467"
"6/6/2020","Lithuania","1705","71","1321","4.16","77.48","18.36","23.8872004","55.3261108"
"6/6/2020","Luxembourg","4035","110","3888","2.73","96.36","0.92","6.0718268","49.7672469"
"6/6/2020","Latvia","1086","25","781","2.3","71.92","25.78","24.9123704","56.8508531"
"6/6/2020","Libya","256","5","52","1.95","20.31","77.73","18.0086578","27.0309425"
"6/6/2020","Morocco","8151","208","7315","2.55","89.74","7.7","-8.4561605","29.8376279"
"6/6/2020","Monaco","99","4","93","4.04","93.94","2.02","7.4062805","43.7527611"
"6/6/2020","Moldova","9511","331","5450","3.48","57.3","39.22","28.4567374","47.1949932"
"6/6/2020","Saint Martin","41","3","33","7.32","80.49","12.2","-63.0597162","18.0888933"
"6/6/2020","Montenegro","324","9","315","2.78","97.22","0","19.2388382","42.7889115"
"6/6/2020","Madagascar","1026","8","212","0.78","20.66","78.56","46.7047375","-19.371896"
"6/6/2020","Macedonia","2915","151","1640","5.18","56.26","38.56","21.6821134","41.5953106"
"6/6/2020","Birmanie","240","6","156","2.5","65","32.5","#N/A","#N/A"
"6/6/2020","Mali","1523","90","845","5.91","55.48","38.61","-3.5426879","17.3458146"
"6/6/2020","Mongolia","193","0","75","0","38.86","61.14","103.0529965","46.8268143"
"6/6/2020","Macao","45","0","45","0","100","0","#N/A","#N/A"
"6/6/2020","Martinique","202","14","98","6.93","48.51","44.55","#N/A","#N/A"
"6/6/2020","Mauritania","947","49","104","5.17","10.98","83.84","-10.3477974","20.2573693"
"6/6/2020","Malta","627","9","596","1.44","95.06","3.51","14.4052204","35.9215132"
"6/6/2020","Mauritius","337","10","324","2.97","96.14","0.89","57.5712076","-20.2777156"
"6/6/2020","Maldives","1901","8","763","0.42","40.14","59.44","73.4571108","3.7285473"
"6/6/2020","Malawi","409","4","55","0.98","13.45","85.57","34.2893585","-13.2180697"
"6/6/2020","Mexico","113619","13511","80830","11.89","71.14","16.97","-102.5234504","23.9475393"
"6/6/2020","Malaysia","8303","117","6635","1.41","79.91","18.68","109.6976155","3.7898726"
"6/6/2020","Mozambique","409","2","126","0.49","30.81","68.7","35.5336735","-17.273819"
"6/6/2020","Namibia","29","0","16","0","55.17","44.83","17.2096277","-22.1303079"
"6/6/2020","Nouvelle-CalÃ©donie","20","0","18","0","90","10","#N/A","#N/A"
"6/6/2020","Niger","970","65","867","6.7","89.38","3.92","9.3854645","17.419126"
"6/6/2020","Nigeria","12233","342","3826","2.8","31.28","65.93","8.0894424","9.5941181"
"6/6/2020","Nicaragua","1118","46","370","4.11","33.09","62.79","-85.0305289","12.8470963"
"6/6/2020","Netherlands","47541","6030","181","12.68","0.38","86.94","5.2814735","52.100808"
"6/6/2020","Norway","8531","238","8138","2.79","95.39","1.82","15.3483297","68.7501441"
"6/6/2020","Nepal","3235","13","365","0.4","11.28","88.32","83.9158367","28.2489136"
"6/6/2020","New Zealand","1504","22","1481","1.46","98.47","0.07","171.4849539","-41.8111283"
"6/6/2020","Panama","16004","386","10118","2.41","63.22","34.37","-80.1191515","8.5175119"
"6/6/2020","Oman","16016","72","3451","0.45","21.55","78","56.0916597","20.6051541"
"6/6/2020","PolynÃ©sie FranÃ§aise","60","0","60","0","100","0","#N/A","#N/A"
"6/6/2020","Peru","191758","5301","82731","2.76","43.14","54.09","-74.3824289","-9.1528028"
"6/6/2020","Papouasie-Nouvelle-Guinea","8","0","8","0","100","0","#N/A","#N/A"
"6/6/2020","Philippines","21340","994","4441","4.66","20.81","74.53","122.8839215","11.7753974"
"6/6/2020","Pakistan","93983","1935","32581","2.06","34.67","63.27","69.3395803","29.9497522"
"6/6/2020","Poland","25986","1153","12641","4.44","48.65","46.92","19.3901184","52.1275954"
"6/6/2020","Palestine","464","3","400","0.65","86.21","13.15","#N/A","#N/A"
"6/6/2020","Portugal","34351","1474","20807","4.29","60.57","35.14","-8.5010551","39.5955025"
"6/6/2020","Paraguay","1090","11","532","1.01","48.81","50.18","-58.4001408","-23.228239"
"6/6/2020","RÃ©union","480","1","411","0.21","85.63","14.17","#N/A","#N/A"
"6/6/2020","Qatar","67195","51","42527","0.08","63.29","36.64","51.1847851","25.3060094"
"6/6/2020","Romania","20290","1322","14419","6.52","71.06","22.42","24.9729329","45.8524294"
"6/6/2020","Republic of Serbia","11741","248","11056","2.11","94.17","3.72","20.7895812","44.2215031"
"6/6/2020","Russia","458102","5717","220935","1.25","48.23","50.52","96.6865735","61.9805217"
"6/6/2020","Rwanda","431","2","283","0.46","65.66","33.87","29.9198911","-1.990332"
"6/6/2020","Seychelles","11","0","11","0","100","0","55.47602","-4.6609782"
"6/6/2020","Saudi Arabia","98869","676","71791","0.68","72.61","26.7","44.5368704","24.1224547"
"6/6/2020","Sweden","43887","4656","0","10.61","0","89.39","16.7437122","62.7923202"
"6/6/2020","Sudan","6081","359","2014","5.9","33.12","60.98","29.9404723","15.9903543"
"6/6/2020","Singapore","37527","25","24559","0.07","65.44","34.49","103.8172532","1.3587707"
"6/6/2020","Slovenia","1484","109","1359","7.35","91.58","1.08","14.8044464","46.1155544"
"6/6/2020","Slovakia","1528","28","1379","1.83","90.25","7.92","19.4790521","48.7054718"
"6/6/2020","Sierra Leone","946","48","600","5.07","63.42","31.5","-11.7927121","8.5632907"
"6/6/2020","San Marino","680","42","428","6.18","62.94","30.88","12.4592303","43.9418694"
"6/6/2020","Senegal","4249","47","2512","1.11","59.12","39.77","-14.473489","14.3662438"
"6/6/2020","Somalia","2289","82","431","3.58","18.83","77.59","45.7071624","4.7506519"
"6/6/2020","Suriname","100","1","9","1","9","90","-55.9123483","4.1305538"
"6/6/2020","Sao Tome and Principe","499","12","68","2.4","13.63","83.97","6.7242964","0.4439085"
"6/6/2020","South Sudan","994","10","6","1.01","0.6","98.39","30.2479006","7.3087758"
"6/6/2020","El Salvador","2934","53","1281","1.81","43.66","54.53","-88.8716446","13.7394401"
"6/6/2020","Syria","125","6","58","4.8","46.4","48.8","38.5078794","35.0254725"
"6/6/2020","Eswatini","322","3","224","0.93","69.57","29.5","#N/A","#N/A"
"6/6/2020","Tchad","836","69","672","8.25","80.38","11.36","#N/A","#N/A"
"6/6/2020","Thailand","3104","58","2971","1.87","95.72","2.42","101.0028835","15.1181635"
"6/6/2020","Togo","487","13","240","2.67","49.28","48.05","0.9623212","8.525298"
"6/6/2020","Tajikistan","4453","48","2583","1.08","58.01","40.92","71.0136331","38.5304512"
"6/6/2020","East Timor","24","0","24","0","100","0","125.8443864","-8.8288854"
"6/6/2020","Tunisia","1087","49","977","4.51","89.88","5.61","9.5528829","34.1195666"
"6/6/2020","Turkey","169218","4669","135322","2.76","79.97","17.27","35.1689553","39.0616034"
"6/6/2020","Taiwan","443","7","429","1.58","96.84","1.58","120.9542726","23.7540034"
"6/6/2020","Trinidad and Tobago","117","8","108","6.84","92.31","0.85","-61.265658","10.4573576"
"6/6/2020","Tanzania","509","21","183","4.13","35.95","59.92","#N/A","#N/A"
"6/6/2020","Ukraine","27101","785","12265","2.9","45.26","51.85","31.3832579","48.9965678"
"6/6/2020","Uganda","593","0","82","0","13.83","86.17","32.3690754","1.2746902"
"6/6/2020","Unites States Of America","1925765","110083","500849","5.72","26.01","68.28","#N/A","#N/A"
"6/6/2020","Uruguay","845","23","726","2.72","85.92","11.36","-56.018068","-32.7995198"
"6/6/2020","Uzbekistan","4094","17","3268","0.42","79.82","19.76","63.140018","41.7555408"
"6/6/2020","Vatican","12","0","12","0","100","0","12.4338626","41.901741"
"6/6/2020","Saint Vincent and the Grenadines","26","0","15","0","57.69","42.31","-61.2012944","13.2247184"
"6/6/2020","Venezuela","2316","22","385","0.95","16.62","82.43","-66.1818409","7.124224"
"6/6/2020","Vietnam","329","0","307","0","93.31","6.69","106.2991386","16.6460145"
"6/6/2020","Yemen","482","111","23","23.03","4.77","72.2","47.5867601","15.9092765"
"6/6/2020","Kosovo","1142","30","871","2.63","76.27","21.1","20.8724961","42.5707842"
"6/6/2020","South Africa","45973","952","24258","2.07","52.77","45.16","25.0838838","-29.0003377"
"6/6/2020","Mayotte","2079","25","1523","1.2","73.26","25.54","#N/A","#N/A"
"6/6/2020","Zambia","1089","7","912","0.64","83.75","15.61","27.7747508","-13.4582454"
"6/6/2020","Zimbabwe","279","4","33","1.43","11.83","86.74","29.8514503","-19.0042059"
"6/6/2020","Autres","721","15","651","2.08","90.29","7.63","#N/A","#N/A"
"6/5/2020","Autres","721","15","651","2.08","90.29","7.63","#N/A","#N/A"
"6/5/2020","Zimbabwe","265","4","33","1.51","12.45","86.04","29.8514503","-19.0042059"
"6/5/2020","Zambia","1089","7","912","0.64","83.75","15.61","27.7747508","-13.4582454"
"6/5/2020","Mayotte","2079","25","1523","1.2","73.26","25.54","#N/A","#N/A"
"6/5/2020","South Africa","43434","908","23088","2.09","53.16","44.75","25.0838838","-29.0003377"
"6/5/2020","Kosovo","1142","30","871","2.63","76.27","21.1","20.8724961","42.5707842"
"6/5/2020","Yemen","469","111","23","23.67","4.9","71.43","47.5867601","15.9092765"
"6/5/2020","Vietnam","328","0","307","0","93.6","6.4","106.2991386","16.6460145"
"6/5/2020","Venezuela","2145","20","334","0.93","15.57","83.5","-66.1818409","7.124224"
"6/5/2020","Saint Vincent and the Grenadines","26","0","15","0","57.69","42.31","-61.2012944","13.2247184"
"6/5/2020","Vatican","12","0","2","0","16.67","83.33","12.4338626","41.901741"
"6/5/2020","Uzbekistan","4007","16","3247","0.4","81.03","18.57","63.140018","41.7555408"
"6/5/2020","Uruguay","834","23","721","2.76","86.45","10.79","-56.018068","-32.7995198"
"6/5/2020","Uganda","557","0","82","0","14.72","85.28","32.3690754","1.2746902"
"6/5/2020","Unites States Of America","1902632","109373","491706","5.75","25.84","68.41","#N/A","#N/A"
"6/5/2020","Ukraine","26542","770","11815","2.9","44.51","52.58","31.3832579","48.9965678"
"6/5/2020","Tanzania","509","21","183","4.13","35.95","59.92","#N/A","#N/A"
"6/5/2020","Trinidad and Tobago","117","8","108","6.84","92.31","0.85","-61.265658","10.4573576"
"6/5/2020","Taiwan","443","7","429","1.58","96.84","1.58","120.9542726","23.7540034"
"6/5/2020","Turkey","168340","4648","133400","2.76","79.24","17.99","35.1689553","39.0616034"
"6/5/2020","Tunisia","1087","49","969","4.51","89.14","6.35","9.5528829","34.1195666"
"6/5/2020","East Timor","24","0","24","0","100","0","125.8443864","-8.8288854"
"6/5/2020","Tajikistan","4370","48","2491","1.1","57","41.9","71.0136331","38.5304512"
"6/5/2020","Togo","485","13","240","2.68","49.48","47.84","0.9623212","8.525298"
"6/5/2020","Thailand","3102","58","2971","1.87","95.78","2.35","101.0028835","15.1181635"
"6/5/2020","Tchad","836","68","657","8.13","78.59","13.28","#N/A","#N/A"
"6/5/2020","Eswatini","305","3","221","0.98","72.46","26.56","#N/A","#N/A"
"6/5/2020","Syria","124","6","53","4.84","42.74","52.42","38.5078794","35.0254725"
"6/5/2020","El Salvador","2849","53","1249","1.86","43.84","54.3","-88.8716446","13.7394401"
"6/5/2020","Sao Tome and Principe","499","12","68","2.4","13.63","83.97","6.7242964","0.4439085"
"6/5/2020","Suriname","90","1","9","1.11","10","88.89","-55.9123483","4.1305538"
"6/5/2020","South Sudan","994","10","6","1.01","0.6","98.39","30.2479006","7.3087758"
"6/5/2020","Somalia","2204","79","418","3.58","18.97","77.45","45.7071624","4.7506519"
"6/5/2020","Senegal","4155","45","2276","1.08","54.78","44.14","-14.473489","14.3662438"
"6/5/2020","San Marino","680","42","428","6.18","62.94","30.88","12.4592303","43.9418694"
"6/5/2020","Sierra Leone","929","47","580","5.06","62.43","32.51","-11.7927121","8.5632907"
"6/5/2020","Slovakia","1526","28","1379","1.83","90.37","7.8","19.4790521","48.7054718"
"6/5/2020","Slovenia","1479","109","1359","7.37","91.89","0.74","14.8044464","46.1155544"
"6/5/2020","Singapore","37183","24","24209","0.06","65.11","34.83","103.8172532","1.3587707"
"6/5/2020","Sudan","5865","347","1924","5.92","32.8","61.28","29.9404723","15.9903543"
"6/5/2020","Sweden","42939","4639","0","10.8","0","89.2","16.7437122","62.7923202"
"6/5/2020","Saudi Arabia","95748","642","70616","0.67","73.75","25.58","44.5368704","24.1224547"
"6/5/2020","Seychelles","11","0","11","0","100","0","55.47602","-4.6609782"
"6/5/2020","Rwanda","420","2","282","0.48","67.14","32.38","29.9198911","-1.990332"
"6/5/2020","Russia","449256","5520","212237","1.23","47.24","51.53","96.6865735","61.9805217"
"6/5/2020","Republic of Serbia","11667","247","6931","2.12","59.41","38.48","20.7895812","44.2215031"
"6/5/2020","Romania","20103","1316","14145","6.55","70.36","23.09","24.9729329","45.8524294"
"6/5/2020","Qatar","65495","49","40935","0.07","62.5","37.42","51.1847851","25.3060094"
"6/5/2020","RÃ©union","480","1","411","0.21","85.63","14.17","#N/A","#N/A"
"6/5/2020","Paraguay","1087","11","516","1.01","47.47","51.52","-58.4001408","-23.228239"
"6/5/2020","Portugal","33969","1465","20526","4.31","60.43","35.26","-8.5010551","39.5955025"
"6/5/2020","Palestine","464","3","377","0.65","81.25","18.1","#N/A","#N/A"
"6/5/2020","Poland","25410","1137","12410","4.47","48.84","46.69","19.3901184","52.1275954"
"6/5/2020","Pakistan","89249","1838","31198","2.06","34.96","62.98","69.3395803","29.9497522"
"6/5/2020","Philippines","20626","987","4330","4.79","20.99","74.22","122.8839215","11.7753974"
"6/5/2020","Papouasie-Nouvelle-Guinea","8","0","8","0","100","0","#N/A","#N/A"
"6/5/2020","Peru","187400","5162","79214","2.75","42.27","54.98","-74.3824289","-9.1528028"
"6/5/2020","PolynÃ©sie FranÃ§aise","60","0","60","0","100","0","#N/A","#N/A"
"6/5/2020","Oman","15086","72","3451","0.48","22.88","76.65","56.0916597","20.6051541"
"6/5/2020","Panama","15463","370","9719","2.39","62.85","34.75","-80.1191515","8.5175119"
"6/5/2020","New Zealand","1504","22","1481","1.46","98.47","0.07","171.4849539","-41.8111283"
"6/5/2020","Nepal","2912","11","333","0.38","11.44","88.19","83.9158367","28.2489136"
"6/5/2020","Norway","8522","238","8138","2.79","95.49","1.71","15.3483297","68.7501441"
"6/5/2020","Netherlands","47358","6024","181","12.72","0.38","86.9","5.2814735","52.100808"
"6/5/2020","Nicaragua","1118","46","370","4.11","33.09","62.79","-85.0305289","12.8470963"
"6/5/2020","Nigeria","11844","333","3696","2.81","31.21","65.98","8.0894424","9.5941181"
"6/5/2020","Niger","966","65","863","6.73","89.34","3.93","9.3854645","17.419126"
"6/5/2020","Nouvelle-CalÃ©donie","20","0","18","0","90","10","#N/A","#N/A"
"6/5/2020","Namibia","25","0","16","0","64","36","17.2096277","-22.1303079"
"6/5/2020","Mozambique","354","2","119","0.56","33.62","65.82","35.5336735","-17.273819"
"6/5/2020","Malaysia","8266","116","6610","1.4","79.97","18.63","109.6976155","3.7898726"
"6/5/2020","Mexico","110026","13170","77841","11.97","70.75","17.28","-102.5234504","23.9475393"
"6/5/2020","Malawi","409","4","55","0.98","13.45","85.57","34.2893585","-13.2180697"
"6/5/2020","Maldives","1883","7","717","0.37","38.08","61.55","73.4571108","3.7285473"
"6/5/2020","Mauritius","337","10","324","2.97","96.14","0.89","57.5712076","-20.2777156"
"6/5/2020","Malta","625","9","583","1.44","93.28","5.28","14.4052204","35.9215132"
"6/5/2020","Mauritania","883","43","69","4.87","7.81","87.32","-10.3477974","20.2573693"
"6/5/2020","Martinique","202","14","98","6.93","48.51","44.55","#N/A","#N/A"
"6/5/2020","Macao","45","0","45","0","100","0","#N/A","#N/A"
"6/5/2020","Mongolia","191","0","70","0","36.65","63.35","103.0529965","46.8268143"
"6/5/2020","Mali","1485","87","816","5.86","54.95","39.19","-3.5426879","17.3458146"
"6/5/2020","Birmanie","236","6","151","2.54","63.98","33.47","#N/A","#N/A"
"6/5/2020","Macedonia","2790","149","1632","5.34","58.49","36.16","21.6821134","41.5953106"
"6/5/2020","Madagascar","975","7","201","0.72","20.62","78.67","46.7047375","-19.371896"
"6/5/2020","Montenegro","324","9","315","2.78","97.22","0","19.2388382","42.7889115"
"6/5/2020","Saint Martin","41","3","33","7.32","80.49","12.2","-63.0597162","18.0888933"
"6/5/2020","Moldova","9247","323","5240","3.49","56.67","39.84","28.4567374","47.1949932"
"6/5/2020","Monaco","99","4","93","4.04","93.94","2.02","7.4062805","43.7527611"
"6/5/2020","Morocco","8071","208","7268","2.58","90.05","7.37","-8.4561605","29.8376279"
"6/5/2020","Libya","239","5","52","2.09","21.76","76.15","18.0086578","27.0309425"
"6/5/2020","Latvia","1085","25","781","2.3","71.98","25.71","24.9123704","56.8508531"
"6/5/2020","Luxembourg","4032","110","3885","2.73","96.35","0.92","6.0718268","49.7672469"
"6/5/2020","Lithuania","1694","71","1302","4.19","76.86","18.95","23.8872004","55.3261108"
"6/5/2020","Lesotho","4","0","2","0","50","50","28.2272277","-29.5800467"
"6/5/2020","Liberia","334","30","176","8.98","52.69","38.32","-9.3220778","6.4527827"
"6/5/2020","Sri Lanka","1801","11","858","0.61","47.64","51.75","80.7010779","7.6126631"
"6/5/2020","Liechtenstein","82","1","55","1.22","67.07","31.71","9.5357359","47.1366545"
"6/5/2020","Sainte Lucia","19","0","18","0","94.74","5.26","#N/A","#N/A"
"6/5/2020","Lebanon","1312","28","768","2.13","58.54","39.33","35.8801633","33.9230699"
"6/5/2020","Laos","19","0","18","0","94.74","5.26","103.7377213","18.5021797"
"6/5/2020","Kazakhstan","12312","52","6903","0.42","56.07","43.51","67.2914966","48.1568795"
"6/5/2020","kuwait","30644","244","18277","0.8","59.64","39.56","47.5869936","29.3343168"
"6/5/2020","South Korea","11719","273","10531","2.33","89.86","7.81","127.8391693","36.3852463"
"6/5/2020","Saint Kitts andNevis","15","0","15","0","100","0","#N/A","#N/A"
"6/5/2020","Cambodia","125","0","123","0","98.4","1.6","104.9069431","12.7200493"
"6/5/2020","Comoros","132","2","55","1.52","41.67","56.82","43.682381","-11.8777757"
"6/5/2020","Kyrgyzstan","1936","22","1340","1.14","69.21","29.65","74.5416555","41.4622179"
"6/5/2020","Kenya","2474","79","643","3.19","25.99","70.82","37.7959444","0.5998746"
"6/5/2020","Japan","16958","916","14925","5.4","88.01","6.59","138.0308921","37.5923006"
"6/5/2020","Jamaica","595","10","385","1.68","64.71","33.61","-77.3148256","18.1569548"
"6/5/2020","Jordan","784","9","571","1.15","72.83","26.02","36.7713725","31.2457939"
"6/5/2020","Italiy","234531","33774","163781","14.4","69.83","15.77","#N/A","#N/A"
"6/5/2020","Iceland","1806","10","1794","0.55","99.34","0.11","-18.5739709","64.9957526"
"6/5/2020","Iran","167156","8134","129741","4.87","77.62","17.52","54.2740707","32.5750329"
"6/5/2020","Iraq","9846","285","4573","2.89","46.45","50.66","43.743532","33.0397051"
"6/5/2020","India","236184","6649","113233","2.82","47.94","49.24","79.6119736","22.8857804"
"6/5/2020","Israel","17562","291","15026","1.66","85.56","12.78","35.00445","31.4611019"
"6/5/2020","Irland","25163","1670","22698","6.64","90.2","3.16","#N/A","#N/A"
"6/5/2020","Indonesia","29521","1770","9443","6","31.99","62.02","117.2400976","-2.2150502"
"6/5/2020","Hungary","3970","542","2245","13.65","56.55","29.8","19.3955938","47.1627771"
"6/5/2020","Haiti","2740","50","24","1.82","0.88","97.3","-72.6852736","18.9350096"
"6/5/2020","Croatia","2247","103","2113","4.58","94.04","1.38","16.4041308","45.0804728"
"6/5/2020","Honduras","5971","248","677","4.15","11.34","84.51","-86.6151685","14.8268823"
"6/5/2020","Hong-Kong","1102","4","1045","0.36","94.83","4.81","#N/A","#N/A"
"6/5/2020","Guyana","153","12","77","7.84","50.33","41.83","-58.982026","4.7937805"
"6/5/2020","Guinea Bissau","1368","12","153","0.88","11.18","87.94","-14.9497294","12.0474445"
"6/5/2020","Guatemala","6485","216","1053","3.33","16.24","80.43","-90.3648229","15.6940416"
"6/5/2020","Greece","2967","180","1374","6.07","46.31","47.62","22.9555621","39.0746697"
"6/5/2020","Equatorial Guinea","1306","12","200","0.92","15.31","83.77","10.341389","1.7055404"
"6/5/2020","Guadeloupe","164","14","144","8.54","87.8","3.66","#N/A","#N/A"
"6/5/2020","Guinea","4060","23","2667","0.57","65.69","33.74","-10.9406638","10.4362159"
"6/5/2020","Gambia","26","1","21","3.85","80.77","15.38","-15.3960181","13.4496538"
"6/5/2020","Ghana","9168","42","3457","0.46","37.71","61.83","-1.216769","7.9534512"
"6/5/2020","Gibraltar","174","0","153","0","87.93","12.07","#N/A","#N/A"
"6/5/2020","Georgia","805","13","650","1.61","80.75","17.64","43.50779","42.1685594"
"6/5/2020","Guyane FranÃ§aise","589","1","321","0.17","54.5","45.33","#N/A","#N/A"
"6/5/2020","Grenada","23","0","22","0","95.65","4.35","-61.6821942","12.1172555"
"6/5/2020","United kingdom","284560","40344","1075","14.18","0.38","85.44","-2.8656336","54.1238716"
"6/5/2020","Gabon","3101","21","833","0.68","26.86","72.46","11.7886301","-0.5866033"
"6/5/2020","Fiji","18","0","18","0","100","0","165.4505548","-17.4285609"
"6/5/2020","Finland","6941","322","5800","4.64","83.56","11.8","26.2746702","64.4988484"
"6/5/2020","ÃŽles FÃ©roÃ©","187","0","187","0","100","0","#N/A","#N/A"
"6/5/2020","France","190460","29111","70504","15.28","37.02","47.7","2.5361847","46.1870058"
"6/5/2020","Ethiopia","1805","19","262","1.05","14.52","84.43","39.6008014","8.6227842"
"6/5/2020","Spain","240978","27134","150376","11.26","62.4","26.34","-3.6475487","40.2444863"
"6/5/2020","Sahara Occidental","9","1","6","11.11","66.67","22.22","#N/A","#N/A"
"6/5/2020","Eritrea","39","0","39","0","100","0","38.8461544","15.3618688"
"6/5/2020","Egypt","31115","1166","8158","3.75","26.22","70.03","29.8618993","26.4959311"
"6/5/2020","Estonia","1910","69","1667","3.61","87.28","9.11","25.5424855","58.6719242"
"6/5/2020","Ecuador","41575","3534","20568","8.5","49.47","42.03","-78.7520357","-1.4238195"
"6/5/2020","Dominican Republic","18708","525","11736","2.81","62.73","34.46","-70.5056909","18.8943308"
"6/5/2020","Algeria","9935","690","6453","6.95","64.95","28.1","2.617321","28.1589384"
"6/5/2020","Dominica","18","0","16","0","88.89","11.11","-61.3577312","15.4394721"
"6/5/2020","Denemark","11888","586","10666","4.93","89.72","5.35","#N/A","#N/A"
"6/5/2020","Djibouti","4123","26","1707","0.63","41.4","57.97","42.5606768","11.7487205"
"6/5/2020","Germany","184924","8658","168480","4.68","91.11","4.21","10.3857769","51.106979"
"6/5/2020","Czech Republic","9529","327","6881","3.43","72.21","24.36","15.3124007","49.7334107"
"6/5/2020","Cyprus","960","17","807","1.77","84.06","14.17","33.0060036","34.9166693"
"6/5/2020","Cape Verde","536","5","239","0.93","44.59","54.48","-23.9599097","15.9551882"
"6/5/2020","Cuba","2133","83","1848","3.89","86.64","9.47","-79.0160691","21.6229002"
"6/5/2020","Costa Rica","1228","10","695","0.81","56.6","42.59","-84.1920879","9.9763424"
"6/5/2020","Colombia","36759","1204","13670","3.28","37.19","59.54","-73.0811494","3.9138316"
"6/5/2020","China","83030","4634","78330","5.58","94.34","0.08","103.8190738","36.561768"
"6/5/2020","Cameroon","7392","205","4575","2.77","61.89","35.34","12.7396427","5.691103"
"6/5/2020","Chile","122499","1448","99358","1.18","81.11","17.71","-71.3825588","-37.7306975"
