"Date","Pays","Infections","Deces","Guerisons","TauxDeces","TauxGuerison","TauxInfection","long","lat"
"5/19/2020","Ecuador","34151","2839","3457","8.31","10.12","81.56","-78.7520357","-1.4238195"
"5/19/2020","Estonia","1791","64","938","3.57","52.37","44.05","25.5424855","58.6719242"
"5/19/2020","Sahara Occidental","6","0","6","0","100","0","#N/A","#N/A"
"5/19/2020","Egypt","13484","659","3742","4.89","27.75","67.36","29.8618993","26.4959311"
"5/19/2020","Eritrea","39","0","39","0","100","0","38.8461544","15.3618688"
"5/19/2020","Spain","232037","27778","150576","11.97","64.89","23.14","-3.6475487","40.2444863"
"5/19/2020","Ethiopia","365","5","120","1.37","32.88","65.75","39.6008014","8.6227842"
"5/19/2020","France","180809","28022","62563","15.5","34.6","49.9","2.5361847","46.1870058"
"5/19/2020","ÃŽles FÃ©roÃ©","187","0","187","0","100","0","#N/A","#N/A"
"5/19/2020","Finland","6399","301","5000","4.7","78.14","17.16","26.2746702","64.4988484"
"5/19/2020","Fiji","18","0","15","0","83.33","16.67","165.4505548","-17.4285609"
"5/19/2020","United kingdom","249991","35422","954","14.17","0.38","85.45","-2.8656336","54.1238716"
"5/19/2020","Gabon","1502","12","318","0.8","21.17","78.03","11.7886301","-0.5866033"
"5/19/2020","Grenada","22","0","14","0","63.64","36.36","-61.6821942","12.1172555"
"5/19/2020","Georgia","707","12","456","1.7","64.5","33.8","43.50779","42.1685594"
"5/19/2020","Guyane FranÃ§aise","218","1","136","0.46","62.39","37.16","#N/A","#N/A"
"5/19/2020","Gibraltar","147","0","145","0","98.64","1.36","#N/A","#N/A"
"5/19/2020","Ghana","6096","31","1773","0.51","29.08","70.41","-1.216769","7.9534512"
"5/19/2020","Gambia","24","1","13","4.17","54.17","41.67","-15.3960181","13.4496538"
"5/19/2020","Guadeloupe","155","13","109","8.39","70.32","21.29","#N/A","#N/A"
"5/19/2020","Guinea","2863","18","1525","0.63","53.27","46.11","-10.9406638","10.4362159"
"5/19/2020","Equatorial Guinea","825","7","22","0.85","2.67","96.48","10.341389","1.7055404"
"5/19/2020","Guatemala","2133","43","155","2.02","7.27","90.72","-90.3648229","15.6940416"
"5/19/2020","Greece","2840","165","1374","5.81","48.38","45.81","22.9555621","39.0746697"
"5/19/2020","Guinea Bissau","1038","6","42","0.58","4.05","95.38","-14.9497294","12.0474445"
"5/19/2020","Guyana","125","10","46","8","36.8","55.2","-58.982026","4.7937805"
"5/19/2020","Hong-Kong","1055","4","1025","0.38","97.16","2.46","#N/A","#N/A"
"5/19/2020","Honduras","2955","147","349","4.97","11.81","83.21","-86.6151685","14.8268823"
"5/19/2020","Croatia","2232","96","1967","4.3","88.13","7.57","16.4041308","45.0804728"
"5/19/2020","Haiti","533","21","21","3.94","3.94","92.12","-72.6852736","18.9350096"
"5/19/2020","Hungary","3556","467","1412","13.13","39.71","47.16","19.3955938","47.1627771"
"5/19/2020","Indonesia","18496","1221","4467","6.6","24.15","69.25","117.2400976","-2.2150502"
"5/19/2020","Irland","24251","1561","19470","6.44","80.29","13.28","#N/A","#N/A"
"5/19/2020","Israel","16659","278","13435","1.67","80.65","17.68","35.00445","31.4611019"
"5/19/2020","India","106475","3302","42309","3.1","39.74","57.16","79.6119736","22.8857804"
"5/19/2020","Iraq","3611","131","2366","3.63","65.52","30.85","43.743532","33.0397051"
"5/19/2020","Iran","124603","7119","97173","5.71","77.99","16.3","54.2740707","32.5750329"
"5/19/2020","Iceland","1802","10","1789","0.55","99.28","0.17","-18.5739709","64.9957526"
"5/19/2020","Italiy","226699","32169","129401","14.19","57.08","28.73","#N/A","#N/A"
"5/19/2020","Jordan","649","9","417","1.39","64.25","34.36","36.7713725","31.2457939"
"5/19/2020","Jamaica","520","9","145","1.73","27.88","70.38","-77.3148256","18.1569548"
"5/19/2020","Kenya","963","50","358","5.19","37.18","57.63","37.7959444","0.5998746"
"5/19/2020","Japan","16367","768","11564","4.69","70.65","24.65","138.0308921","37.5923006"
"5/19/2020","Kyrgyzstan","1243","14","898","1.13","72.24","26.63","74.5416555","41.4622179"
"5/19/2020","Comoros","11","1","3","9.09","27.27","63.64","43.682381","-11.8777757"
"5/19/2020","Cambodia","122","0","122","0","100","0","104.9069431","12.7200493"
"5/19/2020","Saint Kitts andNevis","15","0","15","0","100","0","#N/A","#N/A"
"5/19/2020","South Korea","11110","263","10066","2.37","90.6","7.03","127.8391693","36.3852463"
"5/19/2020","kuwait","16764","121","4681","0.72","27.92","71.36","47.5869936","29.3343168"
"5/19/2020","Kazakhstan","6751","35","3598","0.52","53.3","46.19","67.2914966","48.1568795"
"5/19/2020","Laos","19","0","14","0","73.68","26.32","103.7377213","18.5021797"
"5/19/2020","Lebanon","954","26","251","2.73","26.31","70.96","35.8801633","33.9230699"
"5/19/2020","Sainte Lucia","18","0","18","0","100","0","#N/A","#N/A"
"5/19/2020","Liechtenstein","82","1","55","1.22","67.07","31.71","9.5357359","47.1366545"
"5/19/2020","Sri Lanka","1027","9","569","0.88","55.4","43.72","80.7010779","7.6126631"
"5/19/2020","Lesotho","1","0","0","0","0","100","28.2272277","-29.5800467"
"5/19/2020","Liberia","233","23","125","9.87","53.65","36.48","-9.3220778","6.4527827"
"5/19/2020","Lithuania","1562","60","1025","3.84","65.62","30.54","23.8872004","55.3261108"
"5/19/2020","Luxembourg","3958","109","3718","2.75","93.94","3.31","6.0718268","49.7672469"
"5/19/2020","Latvia","1012","21","694","2.08","68.58","29.35","24.9123704","56.8508531"
"5/19/2020","Libya","68","3","35","4.41","51.47","44.12","18.0086578","27.0309425"
"5/19/2020","Morocco","7023","193","3901","2.75","55.55","41.71","-8.4561605","29.8376279"
"5/19/2020","Monaco","97","4","87","4.12","89.69","6.19","7.4062805","43.7527611"
"5/19/2020","Moldova","6340","221","2508","3.49","39.56","56.96","28.4567374","47.1949932"
"5/19/2020","Madagascar","326","2","119","0.61","36.5","62.88","46.7047375","-19.371896"
"5/19/2020","Saint Martin","39","3","30","7.69","76.92","15.38","-63.0597162","18.0888933"
"5/19/2020","Montenegro","324","9","312","2.78","96.3","0.93","19.2388382","42.7889115"
"5/19/2020","Mali","901","53","529","5.88","58.71","35.41","-3.5426879","17.3458146"
"5/19/2020","Macedonia","1839","106","1351","5.76","73.46","20.77","21.6821134","41.5953106"
"5/19/2020","Birmanie","193","6","104","3.11","53.89","43.01","#N/A","#N/A"
"5/19/2020","Mongolia","140","0","26","0","18.57","81.43","103.0529965","46.8268143"
"5/19/2020","Macao","45","0","44","0","97.78","2.22","#N/A","#N/A"
"5/19/2020","Martinique","192","14","91","7.29","47.4","45.31","#N/A","#N/A"
"5/19/2020","Mauritania","131","4","7","3.05","5.34","91.6","-10.3477974","20.2573693"
"5/19/2020","Malta","569","6","460","1.05","80.84","18.1","14.4052204","35.9215132"
"5/19/2020","Mauritius","332","10","322","3.01","96.99","0","57.5712076","-20.2777156"
"5/19/2020","Mexico","54346","5666","37325","10.43","68.68","20.89","-102.5234504","23.9475393"
"5/19/2020","Maldives","1143","4","91","0.35","7.96","91.69","73.4571108","3.7285473"
"5/19/2020","Malawi","70","3","27","4.29","38.57","57.14","34.2893585","-13.2180697"
"5/19/2020","Malaysia","6978","114","5646","1.63","80.91","17.45","109.6976155","3.7898726"
"5/19/2020","Mozambique","146","0","44","0","30.14","69.86","35.5336735","-17.273819"
"5/19/2020","Namibia","16","0","13","0","81.25","18.75","17.2096277","-22.1303079"
"5/19/2020","Nouvelle-CalÃ©donie","18","0","18","0","100","0","#N/A","#N/A"
"5/19/2020","Niger","914","55","734","6.02","80.31","13.68","9.3854645","17.419126"
"5/19/2020","Nigeria","6401","192","1734","3","27.09","69.91","8.0894424","9.5941181"
"5/19/2020","Nicaragua","254","17","199","6.69","78.35","14.96","-85.0305289","12.8470963"
"5/19/2020","Netherlands","44449","5734","167","12.9","0.38","86.72","5.2814735","52.100808"
"5/19/2020","Norway","8267","233","32","2.82","0.39","96.79","15.3483297","68.7501441"
"5/19/2020","Nepal","402","2","37","0.5","9.2","90.3","83.9158367","28.2489136"
"5/19/2020","New Zealand","1503","21","1447","1.4","96.27","2.33","171.4849539","-41.8111283"
"5/19/2020","Panama","9867","281","6194","2.85","62.77","34.38","-80.1191515","8.5175119"
"5/19/2020","Oman","5671","27","1574","0.48","27.76","71.77","56.0916597","20.6051541"
"5/19/2020","PolynÃ©sie FranÃ§aise","60","0","60","0","100","0","#N/A","#N/A"
"5/19/2020","Peru","99483","2914","36524","2.93","36.71","60.36","-74.3824289","-9.1528028"
"5/19/2020","Papouasie-Nouvelle-Guinea","8","0","8","0","100","0","#N/A","#N/A"
"5/19/2020","Philippines","12942","837","2843","6.47","21.97","71.57","122.8839215","11.7753974"
"5/19/2020","Poland","19268","948","7903","4.92","41.02","54.06","19.3901184","52.1275954"
"5/19/2020","Pakistan","43966","939","12489","2.14","28.41","69.46","69.3395803","29.9497522"
"5/19/2020","Palestine","391","2","346","0.51","88.49","11","#N/A","#N/A"
"5/19/2020","Portugal","29432","1247","6431","4.24","21.85","73.91","-8.5010551","39.5955025"
"5/19/2020","Paraguay","829","11","230","1.33","27.74","70.93","-58.4001408","-23.228239"
"5/19/2020","RÃ©union","446","0","354","0","79.37","20.63","#N/A","#N/A"
"5/19/2020","Qatar","35606","15","5634","0.04","15.82","84.13","51.1847851","25.3060094"
"5/19/2020","Romania","17191","1137","10166","6.61","59.14","34.25","24.9729329","45.8524294"
"5/19/2020","Republic of Serbia","10733","234","4904","2.18","45.69","52.13","20.7895812","44.2215031"
"5/19/2020","Russia","299941","2837","76130","0.95","25.38","73.67","96.6865735","61.9805217"
"5/19/2020","Rwanda","308","0","209","0","67.86","32.14","29.9198911","-1.990332"
"5/19/2020","Seychelles","11","0","11","0","100","0","55.47602","-4.6609782"
"5/19/2020","Saudi Arabia","59854","329","31634","0.55","52.85","46.6","44.5368704","24.1224547"
"5/19/2020","Sweden","30799","3743","4971","12.15","16.14","71.71","16.7437122","62.7923202"
"5/19/2020","Sudan","2728","111","286","4.07","10.48","85.45","29.9404723","15.9903543"
"5/19/2020","Singapore","28794","22","10365","0.08","36","63.93","103.8172532","1.3587707"
"5/19/2020","Slovenia","1467","104","1338","7.09","91.21","1.7","14.8044464","46.1155544"
"5/19/2020","Slovakia","1495","28","1192","1.87","79.73","18.39","19.4790521","48.7054718"
"5/19/2020","Sierra Leone","534","33","167","6.18","31.27","62.55","-11.7927121","8.5632907"
"5/19/2020","San Marino","655","41","211","6.26","32.21","61.53","12.4592303","43.9418694"
"5/19/2020","Senegal","2617","30","1133","1.15","43.29","55.56","-14.473489","14.3662438"
"5/19/2020","Somalia","1502","59","178","3.93","11.85","84.22","45.7071624","4.7506519"
"5/19/2020","South Sudan","290","4","4","1.38","1.38","97.24","30.2479006","7.3087758"
"5/19/2020","Suriname","11","1","9","9.09","81.82","9.09","-55.9123483","4.1305538"
"5/19/2020","Sao Tome and Principe","251","8","4","3.19","1.59","95.22","6.7242964","0.4439085"
"5/19/2020","El Salvador","1498","30","502","2","33.51","64.49","-88.8716446","13.7394401"
"5/19/2020","Syria","58","3","36","5.17","62.07","32.76","38.5078794","35.0254725"
"5/19/2020","Eswatini","208","2","87","0.96","41.83","57.21","#N/A","#N/A"
"5/19/2020","Tchad","545","56","139","10.28","25.5","64.22","#N/A","#N/A"
"5/19/2020","Thailand","3033","56","2857","1.85","94.2","3.96","101.0028835","15.1181635"
"5/19/2020","Togo","338","12","107","3.55","31.66","64.79","0.9623212","8.525298"
"5/19/2020","Tajikistan","1936","41","641","2.12","33.11","64.77","71.0136331","38.5304512"
"5/19/2020","East Timor","24","0","24","0","100","0","125.8443864","-8.8288854"
"5/19/2020","Tunisia","1044","47","826","4.5","79.12","16.38","9.5528829","34.1195666"
"5/19/2020","Turkey","151615","4199","112895","2.77","74.46","22.77","35.1689553","39.0616034"
"5/19/2020","Taiwan","440","7","398","1.59","90.45","7.95","120.9542726","23.7540034"
"5/19/2020","Trinidad and Tobago","116","8","107","6.9","92.24","0.86","-61.265658","10.4573576"
"5/19/2020","Tanzania","509","21","183","4.13","35.95","59.92","#N/A","#N/A"
"5/19/2020","Ukraine","18876","548","5632","2.9","29.84","67.26","31.3832579","48.9965678"
"5/19/2020","Unites States Of America","1528568","91921","289392","6.01","18.93","75.05","#N/A","#N/A"
"5/19/2020","Uganda","260","0","63","0","24.23","75.77","32.3690754","1.2746902"
"5/19/2020","Uruguay","738","20","579","2.71","78.46","18.83","-56.018068","-32.7995198"
"5/19/2020","Uzbekistan","2855","13","2338","0.46","81.89","17.65","63.140018","41.7555408"
"5/19/2020","Vatican","12","0","2","0","16.67","83.33","12.4338626","41.901741"
"5/19/2020","Saint Vincent and the Grenadines","17","0","14","0","82.35","17.65","-61.2012944","13.2247184"
"5/19/2020","Venezuela","749","10","253","1.34","33.78","64.89","-66.1818409","7.124224"
"5/19/2020","Vietnam","324","0","263","0","81.17","18.83","106.2991386","16.6460145"
"5/19/2020","Yemen","167","28","5","16.77","2.99","80.24","47.5867601","15.9092765"
"5/19/2020","Kosovo","989","29","769","2.93","77.76","19.31","20.8724961","42.5707842"
"5/19/2020","South Africa","17200","312","7960","1.81","46.28","51.91","25.0838838","-29.0003377"
"5/19/2020","Mayotte","1370","18","627","1.31","45.77","52.92","#N/A","#N/A"
"5/19/2020","Zambia","772","7","192","0.91","24.87","74.22","27.7747508","-13.4582454"
"5/19/2020","Zimbabwe","46","4","18","8.7","39.13","52.17","29.8514503","-19.0042059"
"5/19/2020","Autres","721","15","651","2.08","90.29","7.63","#N/A","#N/A"
"5/18/2020","Autres","721","15","651","2.08","90.29","7.63","#N/A","#N/A"
"5/18/2020","Zimbabwe","46","4","18","8.7","39.13","52.17","29.8514503","-19.0042059"
"5/18/2020","Zambia","761","7","192","0.92","25.23","73.85","27.7747508","-13.4582454"
"5/18/2020","Mayotte","1370","18","627","1.31","45.77","52.92","#N/A","#N/A"
"5/18/2020","South Africa","16433","286","7298","1.74","44.41","53.85","25.0838838","-29.0003377"
"5/18/2020","Kosovo","955","29","691","3.04","72.36","24.61","20.8724961","42.5707842"
"5/18/2020","Yemen","130","20","1","15.38","0.77","83.85","47.5867601","15.9092765"
"5/18/2020","Vietnam","324","0","263","0","81.17","18.83","106.2991386","16.6460145"
"5/18/2020","Venezuela","618","10","253","1.62","40.94","57.44","-66.1818409","7.124224"
"5/18/2020","Saint Vincent and the Grenadines","17","0","14","0","82.35","17.65","-61.2012944","13.2247184"
"5/18/2020","Vatican","12","0","2","0","16.67","83.33","12.4338626","41.901741"
"5/18/2020","Uzbekistan","2791","13","2314","0.47","82.91","16.62","63.140018","41.7555408"
"5/18/2020","Uruguay","737","20","569","2.71","77.2","20.08","-56.018068","-32.7995198"
"5/18/2020","Uganda","248","0","63","0","25.4","74.6","32.3690754","1.2746902"
"5/18/2020","Unites States Of America","1508308","90347","283178","5.99","18.77","75.24","#N/A","#N/A"
"5/18/2020","Ukraine","18616","535","5276","2.87","28.34","68.78","31.3832579","48.9965678"
"5/18/2020","Tanzania","509","21","183","4.13","35.95","59.92","#N/A","#N/A"
"5/18/2020","Trinidad and Tobago","116","8","107","6.9","92.24","0.86","-61.265658","10.4573576"
"5/18/2020","Taiwan","440","7","398","1.59","90.45","7.95","120.9542726","23.7540034"
"5/18/2020","Turkey","150593","4171","111577","2.77","74.09","23.14","35.1689553","39.0616034"
"5/18/2020","Tunisia","1043","46","819","4.41","78.52","17.07","9.5528829","34.1195666"
"5/18/2020","East Timor","24","0","24","0","100","0","125.8443864","-8.8288854"
"5/18/2020","Tajikistan","1729","41","0","2.37","0","97.63","71.0136331","38.5304512"
"5/18/2020","Togo","330","12","106","3.64","32.12","64.24","0.9623212","8.525298"
"5/18/2020","Thailand","3031","56","2857","1.85","94.26","3.89","101.0028835","15.1181635"
"5/18/2020","Tchad","519","53","117","10.21","22.54","67.24","#N/A","#N/A"
"5/18/2020","Eswatini","205","2","78","0.98","38.05","60.98","#N/A","#N/A"
"5/18/2020","Syria","58","3","36","5.17","62.07","32.76","38.5078794","35.0254725"
"5/18/2020","El Salvador","1413","30","474","2.12","33.55","64.33","-88.8716446","13.7394401"
"5/18/2020","Sao Tome and Principe","246","7","4","2.85","1.63","95.53","6.7242964","0.4439085"
"5/18/2020","Suriname","11","1","9","9.09","81.82","9.09","-55.9123483","4.1305538"
"5/18/2020","South Sudan","290","4","4","1.38","1.38","97.24","30.2479006","7.3087758"
"5/18/2020","Somalia","1455","57","163","3.92","11.2","84.88","45.7071624","4.7506519"
"5/18/2020","Senegal","2544","26","1076","1.02","42.3","56.68","-14.473489","14.3662438"
"5/18/2020","San Marino","654","41","203","6.27","31.04","62.69","12.4592303","43.9418694"
"5/18/2020","Sierra Leone","519","33","148","6.36","28.52","65.13","-11.7927121","8.5632907"
"5/18/2020","Slovakia","1495","28","1185","1.87","79.26","18.86","19.4790521","48.7054718"
"5/18/2020","Slovenia","1466","104","1335","7.09","91.06","1.84","14.8044464","46.1155544"
"5/18/2020","Singapore","28343","22","9835","0.08","34.7","65.22","103.8172532","1.3587707"
"5/18/2020","Sudan","2591","105","247","4.05","9.53","86.41","29.9404723","15.9903543"
"5/18/2020","Sweden","30377","3698","4971","12.17","16.36","71.46","16.7437122","62.7923202"
"5/18/2020","Saudi Arabia","57345","320","28748","0.56","50.13","49.31","44.5368704","24.1224547"
"5/18/2020","Seychelles","11","0","11","0","100","0","55.47602","-4.6609782"
"5/18/2020","Rwanda","297","0","203","0","68.35","31.65","29.9198911","-1.990332"
"5/18/2020","Russia","290678","2722","70209","0.94","24.15","74.91","96.6865735","61.9805217"
"5/18/2020","Republic of Serbia","10699","231","4799","2.16","44.85","52.99","20.7895812","44.2215031"
"5/18/2020","Romania","17036","1120","9930","6.57","58.29","35.14","24.9729329","45.8524294"
"5/18/2020","Qatar","33969","15","4899","0.04","14.42","85.53","51.1847851","25.3060094"
"5/18/2020","RÃ©union","446","0","354","0","79.37","20.63","#N/A","#N/A"
"5/18/2020","Paraguay","788","11","219","1.4","27.79","70.81","-58.4001408","-23.228239"
"5/18/2020","Portugal","29209","1231","6430","4.21","22.01","73.77","-8.5010551","39.5955025"
"5/18/2020","Palestine","388","2","337","0.52","86.86","12.63","#N/A","#N/A"
"5/18/2020","Pakistan","42125","903","11922","2.14","28.3","69.55","69.3395803","29.9497522"
"5/18/2020","Poland","18885","936","7628","4.96","40.39","54.65","19.3901184","52.1275954"
"5/18/2020","Philippines","12718","831","2729","6.53","21.46","72.01","122.8839215","11.7753974"
"5/18/2020","Papouasie-Nouvelle-Guinea","8","0","8","0","100","0","#N/A","#N/A"
"5/18/2020","Peru","94933","2789","30306","2.94","31.92","65.14","-74.3824289","-9.1528028"
"5/18/2020","PolynÃ©sie FranÃ§aise","60","0","60","0","100","0","#N/A","#N/A"
"5/18/2020","Oman","5379","25","1496","0.46","27.81","71.72","56.0916597","20.6051541"
"5/18/2020","Panama","9726","279","6081","2.87","62.52","34.61","-80.1191515","8.5175119"
"5/18/2020","New Zealand","1499","21","1433","1.4","95.6","3","171.4849539","-41.8111283"
"5/18/2020","Nepal","375","2","36","0.53","9.6","89.87","83.9158367","28.2489136"
"5/18/2020","Norway","8257","233","32","2.82","0.39","96.79","15.3483297","68.7501441"
"5/18/2020","Netherlands","44341","5713","167","12.88","0.38","86.74","5.2814735","52.100808"
"5/18/2020","Nigeria","6175","191","1644","3.09","26.62","70.28","8.0894424","9.5941181"
"5/18/2020","Nicaragua","25","8","7","32","28","40","-85.0305289","12.8470963"
"5/18/2020","Nouvelle-CalÃ©donie","18","0","18","0","100","0","#N/A","#N/A"
"5/18/2020","Niger","909","55","714","6.05","78.55","15.4","9.3854645","17.419126"
"5/18/2020","Namibia","16","0","13","0","81.25","18.75","17.2096277","-22.1303079"
"5/18/2020","Mozambique","145","0","44","0","30.34","69.66","35.5336735","-17.273819"
"5/18/2020","Malaysia","6941","113","5615","1.63","80.9","17.48","109.6976155","3.7898726"
"5/18/2020","Malawi","70","3","27","4.29","38.57","57.14","34.2893585","-13.2180697"
"5/18/2020","Maldives","1106","4","58","0.36","5.24","94.39","73.4571108","3.7285473"
"5/18/2020","Mexico","51633","5332","35388","10.33","68.54","21.14","-102.5234504","23.9475393"
"5/18/2020","Mauritius","332","10","322","3.01","96.99","0","57.5712076","-20.2777156"
"5/18/2020","Malta","558","6","456","1.08","81.72","17.2","14.4052204","35.9215132"
"5/18/2020","Mauritania","81","4","7","4.94","8.64","86.42","-10.3477974","20.2573693"
"5/18/2020","Martinique","192","14","91","7.29","47.4","45.31","#N/A","#N/A"
"5/18/2020","Macao","45","0","44","0","97.78","2.22","#N/A","#N/A"
"5/18/2020","Mongolia","140","0","24","0","17.14","82.86","103.0529965","46.8268143"
"5/18/2020","Birmanie","191","6","101","3.14","52.88","43.98","#N/A","#N/A"
"5/18/2020","Macedonia","1817","104","1301","5.72","71.6","22.67","21.6821134","41.5953106"
"5/18/2020","Mali","874","52","512","5.95","58.58","35.47","-3.5426879","17.3458146"
"5/18/2020","Montenegro","324","9","311","2.78","95.99","1.23","19.2388382","42.7889115"
"5/18/2020","Saint Martin","39","3","30","7.69","76.92","15.38","-63.0597162","18.0888933"
"5/18/2020","Madagascar","322","1","119","0.31","36.96","62.73","46.7047375","-19.371896"
"5/18/2020","Moldova","6138","217","2425","3.54","39.51","56.96","28.4567374","47.1949932"
"5/18/2020","Monaco","97","4","87","4.12","89.69","6.19","7.4062805","43.7527611"
"5/18/2020","Morocco","6952","192","3758","2.76","54.06","43.18","-8.4561605","29.8376279"
"5/18/2020","Libya","65","3","35","4.62","53.85","41.54","18.0086578","27.0309425"
"5/18/2020","Latvia","1009","19","662","1.88","65.61","32.51","24.9123704","56.8508531"
"5/18/2020","Luxembourg","3947","107","3715","2.71","94.12","3.17","6.0718268","49.7672469"
"5/18/2020","Lithuania","1547","59","997","3.81","64.45","31.74","23.8872004","55.3261108"
"5/18/2020","Liberia","229","22","123","9.61","53.71","36.68","-9.3220778","6.4527827"
"5/18/2020","Lesotho","1","0","0","0","0","100","28.2272277","-29.5800467"
"5/18/2020","Sri Lanka","992","9","559","0.91","56.35","42.74","80.7010779","7.6126631"
"5/18/2020","Liechtenstein","82","1","55","1.22","67.07","31.71","9.5357359","47.1366545"
"5/18/2020","Sainte Lucia","18","0","18","0","100","0","#N/A","#N/A"
"5/18/2020","Lebanon","931","26","251","2.79","26.96","70.25","35.8801633","33.9230699"
"5/18/2020","Laos","19","0","14","0","73.68","26.32","103.7377213","18.5021797"
"5/18/2020","Kazakhstan","6751","35","3469","0.52","51.38","48.1","67.2914966","48.1568795"
"5/18/2020","kuwait","15691","118","4339","0.75","27.65","71.6","47.5869936","29.3343168"
"5/18/2020","South Korea","11078","263","9938","2.37","89.71","7.92","127.8391693","36.3852463"
"5/18/2020","Saint Kitts andNevis","15","0","14","0","93.33","6.67","#N/A","#N/A"
"5/18/2020","Cambodia","122","0","122","0","100","0","104.9069431","12.7200493"
"5/18/2020","Comoros","11","1","3","9.09","27.27","63.64","43.682381","-11.8777757"
"5/18/2020","Kyrgyzstan","1216","14","827","1.15","68.01","30.84","74.5416555","41.4622179"
"5/18/2020","Japan","16305","749","11564","4.59","70.92","24.48","138.0308921","37.5923006"
"5/18/2020","Kenya","912","50","336","5.48","36.84","57.68","37.7959444","0.5998746"
"5/18/2020","Jamaica","520","9","131","1.73","25.19","73.08","-77.3148256","18.1569548"
"5/18/2020","Jordan","629","9","413","1.43","65.66","32.91","36.7713725","31.2457939"
"5/18/2020","Italiy","225886","32007","127326","14.17","56.37","29.46","#N/A","#N/A"
"5/18/2020","Iceland","1802","10","1786","0.55","99.11","0.33","-18.5739709","64.9957526"
"5/18/2020","Iran","122492","7057","95661","5.76","78.1","16.14","54.2740707","32.5750329"
"5/18/2020","Iraq","3554","127","2310","3.57","65","31.43","43.743532","33.0397051"
"5/18/2020","India","100328","3156","39233","3.15","39.1","57.75","79.6119736","22.8857804"
"5/18/2020","Israel","16643","276","13253","1.66","79.63","18.71","35.00445","31.4611019"
"5/18/2020","Irland","24200","1547","19470","6.39","80.45","13.15","#N/A","#N/A"
"5/18/2020","Indonesia","18010","1191","4324","6.61","24.01","69.38","117.2400976","-2.2150502"
"5/18/2020","Hungary","3535","462","1400","13.07","39.6","47.33","19.3955938","47.1627771"
"5/18/2020","Haiti","533","21","21","3.94","3.94","92.12","-72.6852736","18.9350096"
"5/18/2020","Croatia","2228","95","1946","4.26","87.34","8.39","16.4041308","45.0804728"
"5/18/2020","Honduras","2798","146","340","5.22","12.15","82.63","-86.6151685","14.8268823"
"5/18/2020","Hong-Kong","1055","4","1025","0.38","97.16","2.46","#N/A","#N/A"
"5/18/2020","Guyana","124","10","44","8.06","35.48","56.45","-58.982026","4.7937805"
"5/18/2020","Guinea Bissau","1032","4","38","0.39","3.68","95.93","-14.9497294","12.0474445"
"5/18/2020","Greece","2836","165","1374","5.82","48.45","45.73","22.9555621","39.0746697"
"5/18/2020","Guatemala","1912","35","138","1.83","7.22","90.95","-90.3648229","15.6940416"
"5/18/2020","Equatorial Guinea","719","7","22","0.97","3.06","95.97","10.341389","1.7055404"
"5/18/2020","Guinea","2796","16","1263","0.57","45.17","54.26","-10.9406638","10.4362159"
"5/18/2020","Guadeloupe","155","13","109","8.39","70.32","21.29","#N/A","#N/A"
"5/18/2020","Gambia","24","1","13","4.17","54.17","41.67","-15.3960181","13.4496538"
"5/18/2020","Ghana","5735","29","1754","0.51","30.58","68.91","-1.216769","7.9534512"
"5/18/2020","Gibraltar","147","0","145","0","98.64","1.36","#N/A","#N/A"
"5/18/2020","Guyane FranÃ§aise","210","1","131","0.48","62.38","37.14","#N/A","#N/A"
"5/18/2020","Georgia","701","12","432","1.71","61.63","36.66","43.50779","42.1685594"
"5/18/2020","Grenada","22","0","14","0","63.64","36.36","-61.6821942","12.1172555"
"5/18/2020","Gabon","1432","11","301","0.77","21.02","78.21","11.7886301","-0.5866033"
"5/18/2020","United kingdom","247562","34876","945","14.09","0.38","85.53","-2.8656336","54.1238716"
"5/18/2020","Fiji","18","0","15","0","83.33","16.67","165.4505548","-17.4285609"
"5/18/2020","Finland","6380","300","5000","4.7","78.37","16.93","26.2746702","64.4988484"
"5/18/2020","ÃŽles FÃ©roÃ©","187","0","187","0","100","0","#N/A","#N/A"
"5/18/2020","France","179927","28239","61728","15.69","34.31","50","2.5361847","46.1870058"
"5/18/2020","Ethiopia","352","5","116","1.42","32.95","65.63","39.6008014","8.6227842"
"5/18/2020","Spain","231606","27709","149576","11.96","64.58","23.45","-3.6475487","40.2444863"
"5/18/2020","Eritrea","39","0","39","0","100","0","38.8461544","15.3618688"
"5/18/2020","Egypt","12764","645","3440","5.05","26.95","68","29.8618993","26.4959311"
"5/18/2020","Sahara Occidental","6","0","6","0","100","0","#N/A","#N/A"
"5/18/2020","Estonia","1784","64","938","3.59","52.58","43.83","25.5424855","58.6719242"
"5/18/2020","Ecuador","33582","2799","3433","8.33","10.22","81.44","-78.7520357","-1.4238195"
"5/18/2020","Dominican Republic","12725","434","6613","3.41","51.97","44.62","-70.5056909","18.8943308"
"5/18/2020","Algeria","7201","555","3625","7.71","50.34","41.95","2.617321","28.1589384"
"5/18/2020","Dominica","16","0","16","0","100","0","-61.3577312","15.4394721"
"5/18/2020","Denemark","10979","548","9312","4.99","84.82","10.19","#N/A","#N/A"
"5/18/2020","Djibouti","1518","7","1018","0.46","67.06","32.48","42.5606768","11.7487205"
"5/18/2020","Germany","176551","8003","155041","4.53","87.82","7.65","10.3857769","51.106979"
"5/18/2020","Czech Republic","8586","297","5641","3.46","65.7","30.84","15.3124007","49.7334107"
"5/18/2020","Cyprus","917","17","515","1.85","56.16","41.98","33.0060036","34.9166693"
